day,h,t,rh,ws,wd
2025-06-01,0,16.8,97.6,0.1,299.5
2025-06-01,1,16.3,97.9,0.4,234.5
2025-06-01,2,15.2,99.9,0.7,325.6
2025-06-01,3,14,99.9,0,0
2025-06-01,4,14.1,99.9,0.2,308.9
2025-06-01,5,13.6,99.9,0,0
2025-06-01,6,13.5,99.9,0.2,190.5
2025-06-01,7,16.1,99.9,0.4,171.8
2025-06-01,8,18.7,84.6,0.5,267.8
2025-06-01,9,21.3,62.4,0.7,293.7
2025-06-01,10,23.8,55.5,0.9,358.7
2025-06-01,11,26,49.9,1.2,352.5
2025-06-01,12,27.4,44.6,1,344.5
2025-06-01,13,29.8,34.3,1.5,11.8
2025-06-01,14,29.7,33.3,1.2,312.6
2025-06-01,15,30.8,29.8,1.4,12.2
2025-06-01,16,31.4,30.5,1.3,299.6
2025-06-01,17,30.4,31.6,0.9,260.3
2025-06-01,18,28.5,42,2.3,212.4
2025-06-01,19,26.4,54.3,3,185.1
2025-06-01,20,24.8,60.2,2.9,181.1
2025-06-01,21,23.4,67.3,2,177.3
2025-06-01,22,22.7,70.5,1.6,180.8
2025-06-01,23,21.7,79.6,1.7,178.2
2025-06-02,0,21.2,81.4,1,137.8
2025-06-02,1,20,93.1,0.8,6
2025-06-02,2,19,98,0.4,60.5
2025-06-02,3,17.9,99.9,0.4,182.1
2025-06-02,4,17.8,99.9,0.1,217.9
2025-06-02,5,17.4,99.9,0,0
2025-06-02,6,18.1,99.9,0.3,329.7
2025-06-02,7,18.3,99.9,0.2,194
2025-06-02,8,19.2,99.9,0.3,311.9
2025-06-02,9,20.3,91.6,1,151.2
2025-06-02,10,21.7,84.5,0.8,342.5
2025-06-02,11,21.5,82.7,0.3,155.2
2025-06-02,12,21.8,88.3,2.7,171.9
2025-06-02,13,22.6,71.6,2.5,194.6
2025-06-02,14,21.7,72,2.4,181.4
2025-06-02,15,21.6,74.5,1.8,184.5
2025-06-02,16,21.1,78.6,2.2,202.6
2025-06-02,17,19.8,81.4,0.7,208.9
2025-06-02,18,19.6,85.2,0,0
2025-06-02,19,18,99.9,0.4,281.8
2025-06-02,20,18.2,97.6,0.4,126.3
2025-06-02,21,18,99.8,0.4,151.1
2025-06-02,22,17.6,99.9,0.1,212.2
2025-06-02,23,17.6,99.9,0.2,151
2025-06-03,0,16.8,99.9,0.4,270.9
2025-06-03,1,16.6,99.9,0.5,291.4
2025-06-03,2,17,99.9,0.6,326.8
2025-06-03,3,16.6,99.9,0.8,273.4
2025-06-03,4,16.6,99.9,0.5,306.8
2025-06-03,5,17,99.9,1.5,334.4
2025-06-03,6,17.3,99.9,1.1,331
2025-06-03,7,18.5,99.7,1,310.9
2025-06-03,8,20.3,83.5,1.1,357.4
2025-06-03,9,22.6,69.1,2.3,8
2025-06-03,10,24.2,58.5,2.9,13.4
2025-06-03,11,25.9,53.3,2.1,25.3
2025-06-03,12,26.2,47.8,3.9,15.6
2025-06-03,13,27.7,40.4,3.1,325
2025-06-03,14,28.3,40.5,4,312.4
2025-06-03,15,29,32.5,3.1,300.4
2025-06-03,16,27.8,33.2,4.1,348.9
2025-06-03,17,27.9,34.8,3.3,317.2
2025-06-03,18,26.7,34.8,4.1,313.6
2025-06-03,19,25.1,32.6,3.5,338.2
2025-06-03,20,23.2,31.7,3,340.1
2025-06-03,21,22.2,38.4,2.4,341.4
2025-06-03,22,20.6,46.1,1.4,349.9
2025-06-03,23,19.3,46.1,0.9,286.5
2025-06-04,0,18.4,44.9,1.2,280.3
2025-06-04,1,16.7,65.9,1,314
2025-06-04,2,15.5,73.6,1.4,307.3
2025-06-04,3,13.5,80.2,0.8,316.6
2025-06-04,4,12.5,89.1,0.4,305.6
2025-06-04,5,10.4,99.9,0.6,242.9
2025-06-04,6,12.2,95.5,0.7,335.3
2025-06-04,7,14.7,80.5,0.9,171.5
2025-06-04,8,19.4,47.8,3.3,152.2
2025-06-04,9,22.3,39.9,3,157.9
2025-06-04,10,25,30.2,2.6,192.6
2025-06-04,11,26.3,25.7,1.9,246.7
2025-06-04,12,28.1,19,4.3,316.6
2025-06-04,13,28.7,18.5,4.9,310.4
2025-06-04,14,29.6,20.5,2.1,296.2
2025-06-04,15,29.1,16.7,4.7,312
2025-06-04,16,28.9,18.9,3.4,300.8
2025-06-04,17,28.1,15.7,4.2,306.4
2025-06-04,18,27.2,17.4,4.5,311.1
2025-06-04,19,25.3,23.8,3.1,308.6
2025-06-04,20,22.7,35.4,1.7,331.5
2025-06-04,21,21.4,39.8,1.5,328.7
2025-06-04,22,18.8,50.7,1.2,322.5
2025-06-04,23,20.2,45.7,2.4,319.2
2025-06-05,0,17.6,53.3,0.8,308
2025-06-05,1,16.5,63,0.6,290.8
2025-06-05,2,15,86.3,0.2,305.3
2025-06-05,3,14.3,89.5,0.6,198.3
2025-06-05,4,12.9,95,0.5,162.6
2025-06-05,5,13,99.9,1,327.1
2025-06-05,6,13.3,96.1,0.2,288.1
2025-06-05,7,16.1,84.8,1.2,334.5
2025-06-05,8,19.1,62.8,1.1,147.2
2025-06-05,9,21.6,47.5,1.1,152.2
2025-06-05,10,24,41,1.1,6.5
2025-06-05,11,25.3,39.3,1.5,338.3
2025-06-05,12,26.4,36.1,1,331.7
2025-06-05,13,28.1,33.8,2,8
2025-06-05,14,28.8,30.8,1.2,318.9
2025-06-05,15,29.4,30.3,1.3,308.5
2025-06-05,16,30.1,30,1.4,323.1
2025-06-05,17,29.7,33.4,0.6,285.6
2025-06-05,18,26.4,53,0.6,274.7
2025-06-05,19,25.4,48.5,0.6,230
2025-06-05,20,23.7,56.1,1.5,169.1
2025-06-05,21,23.4,52.6,2,163.6
2025-06-05,22,21.9,58,2.6,179.3
2025-06-05,23,21.1,59.6,0.9,130.9
2025-06-06,0,19.8,68,1.2,96.7
2025-06-06,1,19.1,76,1.6,147.7
2025-06-06,2,17.8,96,0.6,357.4
2025-06-06,3,17.5,91.3,0.1,161.6
2025-06-06,4,17.3,93.3,1.1,73.5
2025-06-06,5,16.5,99.3,0.5,343
2025-06-06,6,17.2,97.8,0.2,266.9
2025-06-06,7,17.8,94.6,0.3,138.5
2025-06-06,8,20,83,0.7,256.2
2025-06-06,9,20.8,74.3,2,173.4
2025-06-06,10,22.8,61.3,2.3,175.2
2025-06-06,11,24.8,52.3,0.9,222.1
2025-06-06,12,26.1,48.1,1.6,221.8
2025-06-06,13,26.9,47.2,2.3,162.4
2025-06-06,14,28,45.7,1.2,187.4
2025-06-06,15,28.1,44.1,1.4,203.2
2025-06-06,16,26.8,46.8,2.6,195.6
2025-06-06,17,25.4,52,3.5,190.6
2025-06-06,18,25.1,52.3,1.9,201
2025-06-06,19,24.1,54.2,1.2,190.3
2025-06-06,20,22.7,55.6,2.9,184.2
2025-06-06,21,21.5,59,1.8,172.4
2025-06-06,22,21.1,61.9,1.5,158.7
2025-06-06,23,19.4,76.6,1.4,142.9
2025-06-07,0,18,92.9,1.5,337
2025-06-07,1,17.4,96.6,0.5,343.6
2025-06-07,2,16.8,99.7,0.9,6.8
2025-06-07,3,15.9,99.9,0.8,176.8
2025-06-07,4,15.8,99.9,0.5,14.2
2025-06-07,5,15,99.9,0.8,147.7
2025-06-07,6,15.4,99.9,0.6,81.8
2025-06-07,7,18.4,91.1,1.2,159.8
2025-06-07,8,20.4,75.9,1.7,136.2
2025-06-07,9,23.5,58,2,190.6
2025-06-07,10,25,53.4,2.7,176
2025-06-07,11,27,44.9,2.4,183.2
2025-06-07,12,28.9,41.5,2,202.9
2025-06-07,13,30.3,34.8,3.5,166.9
2025-06-07,14,30.7,29.8,2.3,158.4
2025-06-07,15,31.1,28.3,3.1,184.5
2025-06-07,16,31.1,28,2.9,185.7
2025-06-07,17,30.6,29.9,2.5,182.4
2025-06-07,18,28.4,32.1,3.1,204
2025-06-07,19,26.4,38.9,3.7,179.5
2025-06-07,20,25,41,3.1,181.3
2025-06-07,21,24,44.1,2.2,172.8
2025-06-07,22,23.3,49.9,1.8,165.9
2025-06-07,23,22.7,58,2,177.1
2025-06-08,0,21.9,69.8,1.5,166.8
2025-06-08,1,20.8,82.1,1.3,182.7
2025-06-08,2,20.5,85.1,0.3,295.3
2025-06-08,3,20.2,85.4,1.4,338.2
2025-06-08,4,20.1,87.9,1.1,330
2025-06-08,5,19.4,96.7,1,330.9
2025-06-08,6,19.3,99.9,0.7,320.4
2025-06-08,7,20.6,94.2,0.1,230.2
2025-06-08,8,22.3,85.3,1.1,337.7
2025-06-08,9,23.9,79.8,0.8,314.3
2025-06-08,10,26.2,62,1.4,348.5
2025-06-08,11,26.9,60.9,0.9,302.8
2025-06-08,12,28.5,55.6,1.6,194.5
2025-06-08,13,29.1,55.1,2.5,178
2025-06-08,14,29.4,48.9,2.4,173.6
2025-06-08,15,29.9,51.9,2,173.6
2025-06-08,16,30.3,49,2,170
2025-06-08,17,30,46.3,2.6,177.7
2025-06-08,18,29.1,49.9,2.8,196
2025-06-08,19,27.9,52.1,1.7,210.2
2025-06-08,20,26.5,67,2.3,190.8
2025-06-08,21,25.3,70.9,4.1,182.2
2025-06-08,22,24.2,83.6,2.9,181.4
2025-06-08,23,23.4,87.8,1.7,176.6
2025-06-09,0,22.9,89.6,2.7,181.8
2025-06-09,1,21.9,95,2.3,178.1
2025-06-09,2,21.4,98.8,1.7,173.4
2025-06-09,3,20.6,99.9,1,330.3
2025-06-09,4,20.2,99.9,0.9,353.5
2025-06-09,5,19.9,99.9,1.2,331.5
2025-06-09,6,20,99.9,0.3,302.3
2025-06-09,7,20.8,99.9,0.9,330.9
2025-06-09,8,22.1,99,0.7,311.6
2025-06-09,9,24,87.4,0.9,329
2025-06-09,10,26.6,75.3,1.8,315.4
2025-06-09,11,27.3,67.5,1.2,323.9
2025-06-09,12,29.3,59.2,1.8,321.7
2025-06-09,13,29.5,57,0.9,301.9
2025-06-09,14,30.2,55.1,2.4,205.4
2025-06-09,15,30.1,53.6,2.8,195.5
2025-06-09,16,29.9,55,2.4,199.4
2025-06-09,17,29.4,58,2.8,182.5
2025-06-09,18,28.8,61.5,2.8,180
2025-06-09,19,27.4,59.7,2.7,182.9
2025-06-09,20,25.6,53.2,1.7,190.4
2025-06-09,21,24.6,57.2,1.7,174.9
2025-06-09,22,24.2,57.9,1.4,161.4
2025-06-09,23,23.2,68.1,2.6,145.9
2025-06-10,0,22.1,81.6,2.5,153
2025-06-10,1,21.2,91.4,2.7,153.5
2025-06-10,2,20.3,98.4,0.8,312.5
2025-06-10,3,19.7,99.9,0.7,140.8
2025-06-10,4,18.8,99.9,0.2,264.7
2025-06-10,5,18.6,99.9,0.8,267
2025-06-10,6,19,99.9,1.2,138.8
2025-06-10,7,20.8,99.5,0.5,38.4
2025-06-10,8,23.2,88.4,0.5,169.2
2025-06-10,9,25.6,71.1,0.7,285.9
2025-06-10,10,28.1,52.9,1.2,347.9
2025-06-10,11,29.6,53.3,1.2,346.4
2025-06-10,12,31.6,48.6,1.3,353.4
2025-06-10,13,31,44.4,2.2,169.4
2025-06-10,14,31.7,41.6,1.5,250.7
2025-06-10,15,32.3,44.5,1.5,215.2
2025-06-10,16,31.9,37.7,1.6,263.6
2025-06-10,17,31.8,34.8,1.3,253.2
2025-06-10,18,30.5,41.5,1.3,230.5
2025-06-10,19,28.9,43.8,1,251.1
2025-06-10,20,27.1,51.1,0.9,247
2025-06-10,21,25.7,57.7,0.7,289.4
2025-06-10,22,23.9,69.7,0,180.6
2025-06-10,23,23.7,69.5,0.6,319.1
2025-06-11,0,22.1,74,0.6,270.5
2025-06-11,1,21.7,78.5,0.6,293.7
2025-06-11,2,22.4,71.1,2,335.6
2025-06-11,3,21.7,74.4,2.1,353.6
2025-06-11,4,21,72.3,1.8,356.5
2025-06-11,5,20.5,66.3,2.4,350
2025-06-11,6,20.2,65.4,1.9,352.1
2025-06-11,7,20.6,64.4,2.2,341.6
2025-06-11,8,22.4,54,2.3,355
2025-06-11,9,23.8,50.5,3.4,2.7
2025-06-11,10,25.5,46.3,2.6,15.2
2025-06-11,11,27.4,40.6,2.6,18.4
2025-06-11,12,28.4,32.3,2.5,25.1
2025-06-11,13,30,31.5,2.6,16.5
2025-06-11,14,30.6,29.4,3.5,348.7
2025-06-11,15,30.9,26.9,3.7,2.1
2025-06-11,16,30.7,29,3.5,19.7
2025-06-11,17,31.1,27.2,2.5,10.8
2025-06-11,18,30,28.8,2.8,10.1
2025-06-11,19,27.5,39.6,1.2,334.6
2025-06-11,20,25.9,41.9,1.3,332.8
2025-06-11,21,22.9,49.5,0.6,302.2
2025-06-11,22,24.1,44.2,1.2,332.9
2025-06-11,23,23,48.3,0.9,324.4
2025-06-12,0,21.1,62.1,0.7,314.1
2025-06-12,1,20,74.5,0.5,329.1
2025-06-12,2,20,70.4,1,323.6
2025-06-12,3,18.1,88.2,0.3,323.3
2025-06-12,4,18.6,80.2,0.6,282.7
2025-06-12,5,18.5,86.1,1.4,340.1
2025-06-12,6,18.6,86.3,0.2,222
2025-06-12,7,20.2,76.8,0.3,285.5
2025-06-12,8,21.6,63.3,1.1,313.2
2025-06-12,9,24.2,50.6,1.4,300.2
2025-06-12,10,25.6,47,1.4,304.3
2025-06-12,11,26.8,43.6,1.1,187.7
2025-06-12,12,27.9,41,1.8,156.4
2025-06-12,13,28.2,43.9,1.8,212.3
2025-06-12,14,28.5,42.1,1.8,208
2025-06-12,15,28.7,41.8,2.8,176.3
2025-06-12,16,29.9,42.5,2,201.7
2025-06-12,17,29.5,45.3,2.4,186.5
2025-06-12,18,28.1,49.4,1.6,214.1
2025-06-12,19,27.1,47.7,2.5,197.3
2025-06-12,20,25.1,53.8,0.7,211.1
2025-06-12,21,24.8,46.6,2.7,190.6
2025-06-12,22,23.5,53.3,1.6,199.3
2025-06-12,23,22.8,59.8,2,212
2025-06-13,0,21.2,76.2,1.9,137.4
2025-06-13,1,20.4,84,1.5,141.7
2025-06-13,2,19,91.3,0.2,292.7
2025-06-13,3,19.3,89.5,1.5,147.7
2025-06-13,4,18.7,95.4,1.2,155.6
2025-06-13,5,18.1,99.4,0.1,262.8
2025-06-13,6,18.5,90.9,1.4,115.2
2025-06-13,7,19.2,89.2,0.5,110.7
2025-06-13,8,20.1,89,1.5,144.1
2025-06-13,9,20.8,88.7,0.9,44.1
2025-06-13,10,21.4,85.4,0.4,273.1
2025-06-13,11,22.3,75.7,2.3,192.9
2025-06-13,12,21.9,91.5,0.6,182.3
2025-06-13,13,19.7,95.5,1.5,172.9
2025-06-13,14,19.1,99.9,1.1,290.9
2025-06-13,15,19.3,99.9,0.4,137.5
2025-06-13,16,19.6,99.9,0.1,251.1
2025-06-13,17,19.8,99.9,0.7,332.7
2025-06-13,18,19.2,99.9,0.5,300.2
2025-06-13,19,18.5,99.9,0.9,307.6
2025-06-13,20,18.7,99.9,0.7,322.3
2025-06-13,21,18.3,99.9,0.7,313.5
2025-06-13,22,18.7,99.9,1.5,306.5
2025-06-13,23,18.9,99.9,0.8,20.6
2025-06-14,0,18.6,99.9,0.7,326.5
2025-06-14,1,18.7,99.9,0.9,336.6
2025-06-14,2,18.9,99.9,0.6,324.6
2025-06-14,3,18.8,99.9,0.5,306.2
2025-06-14,4,18.8,99.9,0.3,335
2025-06-14,5,18.9,99.9,1.1,315.6
2025-06-14,6,19,99.9,0.8,316.4
2025-06-14,7,19.1,99.9,1.5,320.4
2025-06-14,8,19.1,99.9,2.2,314.8
2025-06-14,9,19.5,99.9,1.7,349.3
2025-06-14,10,20,99.9,3,154.3
