day,h,t,rh,ws,wd
2025-06-01,0,15.5,65.9,0.7,199.2
2025-06-01,1,14.3,77.1,0.6,37.1
2025-06-01,2,13.7,81.5,0.3,40.2
2025-06-01,3,13.1,83.3,0.1,151.2
2025-06-01,4,12.1,86.9,0.3,140.1
2025-06-01,5,12,92.8,0.3,81.1
2025-06-01,6,11.6,91.1,0.1,147.3
2025-06-01,7,13.7,84.3,0.6,323.7
2025-06-01,8,18.1,66.7,0.4,240.2
2025-06-01,9,20.9,60.1,1,254.6
2025-06-01,10,23.9,55.3,1.5,288.5
2025-06-01,11,25.6,47.1,2,241.1
2025-06-01,12,27.2,41.8,1.7,77.7
2025-06-01,13,28.8,37,1.5,176.7
2025-06-01,14,29.9,30.8,1.9,151.4
2025-06-01,15,30.4,26.5,0.9,140.5
2025-06-01,16,30.8,25.3,2.4,235.7
2025-06-01,17,30.2,29.5,2.2,200.1
2025-06-01,18,29.8,31.8,1.5,257.1
2025-06-01,19,26.9,44.8,1.3,199.7
2025-06-01,20,26.4,49.5,3.2,176.2
2025-06-01,21,24.4,57.3,1.9,176.2
2025-06-01,22,22.4,66.3,1.8,173.4
2025-06-01,23,22.7,64.1,1.6,167
2025-06-02,0,19.5,79.2,0.7,167
2025-06-02,1,18.7,83.6,0.2,183.2
2025-06-02,2,18,89.2,0.6,81.4
2025-06-02,3,18,88,0.5,16.6
2025-06-02,4,17.3,89.6,0.3,231.6
2025-06-02,5,17.1,90.6,0.6,140.6
2025-06-02,6,17.6,90.1,0.1,232.8
2025-06-02,7,18.3,89.6,0.2,356.8
2025-06-02,8,18.9,85.9,0.2,241.2
2025-06-02,9,20.2,80.4,1.2,297.8
2025-06-02,10,21.8,70.9,0.8,341.3
2025-06-02,11,23,66.9,1.7,252
2025-06-02,12,22.5,66.8,2.8,175.7
2025-06-02,13,23.2,63.3,3.3,214.6
2025-06-02,14,23,62.9,2.9,183.3
2025-06-02,15,22.3,66.4,3.3,205.8
2025-06-02,16,22,69.6,2.9,189.5
2025-06-02,17,21.4,71.7,3.8,207.8
2025-06-02,18,20,72.1,3.1,200.8
2025-06-02,19,19.6,71.9,1.6,248.3
2025-06-02,20,19,75.1,0.9,202.4
2025-06-02,21,18.5,81,0.5,344.6
2025-06-02,22,18.1,78.7,0,140.6
2025-06-02,23,17.8,85.1,0.5,324.9
2025-06-03,0,16.9,91.3,0.6,142.8
2025-06-03,1,17,91.4,0.5,38.8
2025-06-03,2,16.6,94.2,0.1,109.8
2025-06-03,3,16.7,95.1,0.6,201.2
2025-06-03,4,16.7,94.5,0,0
2025-06-03,5,16.6,94.3,0.7,115.6
2025-06-03,6,16.5,95.5,1.1,145.2
2025-06-03,7,18.1,89.4,0.1,140.1
2025-06-03,8,19.5,79.9,0.8,237
2025-06-03,9,21.8,65.9,1.4,228
2025-06-03,10,24.5,53.6,3.4,12.1
2025-06-03,11,25.3,48.7,4.1,320.2
2025-06-03,12,25.3,49.4,2.5,305.6
2025-06-03,13,27.2,43.2,4.3,292.1
2025-06-03,14,27.7,38.5,3.9,274.4
2025-06-03,15,28.6,35.8,4.2,282.3
2025-06-03,16,27.9,34.7,5,306.7
2025-06-03,17,27.4,33.8,4.6,316.1
2025-06-03,18,26.5,34.6,3.2,310.3
2025-06-03,19,24.9,35,4.3,305.2
2025-06-03,20,23,42.2,2.6,275.4
2025-06-03,21,21.8,45.4,1.5,274
2025-06-03,22,18.8,57.8,1,230
2025-06-03,23,17.8,56.4,0.8,171.5
2025-06-04,0,16.2,59,0.5,169
2025-06-04,1,13.7,70.9,0.4,246
2025-06-04,2,12.6,72.8,0.8,80.5
2025-06-04,3,11.5,80.2,0.8,54.6
2025-06-04,4,10.9,82.4,0.7,27.8
2025-06-04,5,10,83.8,0.1,114.6
2025-06-04,6,9.9,85.7,0.5,123.9
2025-06-04,7,13.7,68.6,0.9,34.7
2025-06-04,8,18.2,48.4,1,38.6
2025-06-04,9,22.1,37.7,3.2,231.8
2025-06-04,10,24.3,31.4,2.9,224.7
2025-06-04,11,26.5,27.6,2.5,239
2025-06-04,12,27.8,20.2,5.9,278
2025-06-04,13,28.8,19.7,4.5,285.3
2025-06-04,14,28.6,20.6,6,296.3
2025-06-04,15,28.6,18.9,6.2,308.4
