day,h,t,rh,ws,wd
2025-06-01,0,15.1,72.8,1.3,295.9
2025-06-01,1,15,73.3,1.9,282
2025-06-01,2,15.2,72.6,2,285.9
2025-06-01,3,14.9,71.8,1.4,298.5
2025-06-01,4,15.4,77.3,1.8,312.4
2025-06-01,5,16.3,83.9,2.8,8.7
2025-06-01,6,16.4,84.3,1.6,319.3
2025-06-01,7,16.7,83.2,0.5,342.8
2025-06-01,8,17.1,80.1,1,329.8
2025-06-01,9,18.5,75.7,1.6,15.9
2025-06-01,10,19.5,74.9,1.8,51.4
2025-06-01,11,19.9,75.4,2.6,86.5
2025-06-01,12,19.8,73.6,2.6,113.6
2025-06-01,13,19.8,73.5,2.7,124.9
2025-06-01,14,20.2,73.3,2.7,106
2025-06-01,15,19.9,73.1,2.2,119.3
2025-06-01,16,19.3,74.8,2.6,131.5
2025-06-01,17,18.5,76.8,2.1,135.1
2025-06-01,18,18,80.7,2.5,135.4
2025-06-01,19,17.5,83.5,1.7,157.8
2025-06-01,20,16.9,87.7,1.7,178.9
2025-06-01,21,16.8,89.5,2.2,182.5
2025-06-01,22,16.8,90.7,1.5,200.5
2025-06-01,23,16.5,91.4,1.5,203.2
2025-06-02,0,16.6,90.8,2.7,185.5
2025-06-02,1,16.8,91.7,2.1,167.5
2025-06-02,2,16.9,92.2,2.3,191.3
2025-06-02,3,16.9,92.4,2.3,179.2
2025-06-02,4,16.6,92.8,1.8,181.8
2025-06-02,5,16.5,92.6,1.3,193.7
2025-06-02,6,17.2,92.6,1.5,184.8
2025-06-02,7,18.4,88.3,0.9,156.1
2025-06-02,8,18.7,85.4,1.9,158.6
2025-06-02,9,19,85.9,2.4,159.4
2025-06-02,10,18.8,85.7,2.5,159.3
2025-06-02,11,20.5,81.6,2,176.2
2025-06-02,12,20.7,76.2,3.7,167.2
2025-06-02,13,21.3,75,3.5,188.8
2025-06-02,14,25.4,61.7,2.9,182.1
2025-06-02,15,22.5,68.2,3,176.7
2025-06-02,16,21,69.3,2.8,154.2
2025-06-02,17,22.4,59.5,2.4,225.7
2025-06-02,18,20.4,67.9,1.5,195.8
2025-06-02,19,18.3,84,2.8,173.8
2025-06-02,20,18.1,84.8,1.6,161.8
2025-06-02,21,17.7,87.3,0.7,138.2
2025-06-02,22,17.8,86.7,0,0
2025-06-02,23,17.7,86.8,0.7,128.3
2025-06-03,0,17.3,88.8,0.8,145.5
2025-06-03,1,16.7,89.6,0.6,160.9
2025-06-03,2,16.4,91.4,0,0
2025-06-03,3,16.2,93,0.7,283.3
2025-06-03,4,16.2,93.2,1,37.4
2025-06-03,5,16,93.9,1.5,33.2
2025-06-03,6,16.2,93.7,2.6,20.4
2025-06-03,7,16.1,94,2.7,37.7
2025-06-03,8,16.3,94.2,1.2,29.8
2025-06-03,9,16.5,93.9,1.8,35.3
2025-06-03,10,16.6,94,2.3,17.4
2025-06-03,11,17.8,93.4,0.6,284
2025-06-03,12,19.6,90.1,1.8,69.4
2025-06-03,13,19.8,83.2,1.9,102.7
2025-06-03,14,19.6,80.6,3,124.6
2025-06-03,15,20.6,77.2,3.1,151.6
2025-06-03,16,20.1,80.1,4.6,165.4
2025-06-03,17,21.3,74.8,4.3,179.6
2025-06-03,18,20.2,77.4,3.3,160.7
2025-06-03,19,19.1,82.5,1.5,177.6
2025-06-03,20,20.8,62.4,2.8,282.9
2025-06-03,21,22.3,47.3,4.4,298.5
2025-06-03,22,22.2,33.9,4.5,306
2025-06-03,23,21.5,30.5,3.5,317
2025-06-04,0,19.8,41.9,2.3,292.4
2025-06-04,1,20.1,39.6,3.5,297.7
2025-06-04,2,19.3,39.8,3.4,295.9
2025-06-04,3,18.6,38.6,4.1,282.1
2025-06-04,4,18,42.7,4,288
2025-06-04,5,17.4,43.4,3.5,290
2025-06-04,6,18.2,40.8,3.9,274.6
2025-06-04,7,19.5,39.6,4,260.7
2025-06-04,8,21.1,38,4.3,260.8
2025-06-04,9,23.1,30.6,2.7,272.1
2025-06-04,10,25.1,28.1,3,232.5
2025-06-04,11,24.4,37.8,4.8,173.9
2025-06-04,12,27.8,24.6,3.8,272.5
2025-06-04,13,28.3,22.9,4.2,281.8
2025-06-04,14,25.6,48.7,2.6,167.6
2025-06-04,15,28.5,25.2,4.3,286.5
2025-06-04,16,28.8,22.7,4,312.2
2025-06-04,17,28.4,22,4.3,283.3
2025-06-04,18,26.3,31.5,3.9,295.5
2025-06-04,19,25.8,26.1,5.5,319.1
2025-06-04,20,22.9,36.2,2.9,300
2025-06-04,21,23.9,29.9,4.6,315.3
2025-06-04,22,19.7,64.1,3.3,338.3
2025-06-04,23,18.7,70.9,1.9,309.5
2025-06-05,0,17,68.9,1.9,278.2
2025-06-05,1,18.3,51.8,2.3,294.9
2025-06-05,2,18.5,50.4,3.3,270.4
2025-06-05,3,18.5,48.8,3.2,263.4
2025-06-05,4,17.9,51.7,3.4,273
2025-06-05,5,17.9,52.4,4,269
2025-06-05,6,18.2,52.6,5.3,264.4
2025-06-05,7,19.4,52.2,5,273.2
2025-06-05,8,20.9,49.9,4.9,274.5
2025-06-05,9,22.6,44.1,4.2,276.9
2025-06-05,10,24.3,39,4.2,264.5
2025-06-05,11,23.8,54.2,3.4,176.4
2025-06-05,12,26.9,33.8,3.4,247.3
2025-06-05,13,23.5,54.3,4.5,163
2025-06-05,14,27.4,32,5,184.9
2025-06-05,15,27,33.2,4.4,201.4
2025-06-05,16,26.2,36.6,4,202.4
2025-06-05,17,25.3,41,3.9,215.6
2025-06-05,18,25.1,42.1,2.4,216.6
2025-06-05,19,24.2,44.9,3.2,222.4
2025-06-05,20,23.1,45.8,2,233.7
2025-06-05,21,23.8,39,2.2,252.3
2025-06-05,22,24.2,38.4,3.2,254.4
2025-06-05,23,23.1,42.7,2.9,257.3
2025-06-06,0,23.1,41.7,4,251.3
2025-06-06,1,23.2,42.9,3.9,251.6
2025-06-06,2,22.1,47.2,2.4,256.8
2025-06-06,3,21.5,49.6,3.7,261.1
2025-06-06,4,21.8,48.2,3.7,258.7
2025-06-06,5,21.9,47,3.5,246.7
2025-06-06,6,22,46.7,4.1,260.5
2025-06-06,7,22.6,44.3,4.1,258
2025-06-06,8,23,43,3.8,259.5
2025-06-06,9,26,36.7,3.8,245.1
2025-06-06,10,26.7,33.8,3.1,258.4
2025-06-06,11,29.4,35.2,3.1,231.1
2025-06-06,12,29.4,30.8,4,260.7
2025-06-06,13,28.8,32,3.6,254.2
2025-06-06,14,30,30.8,4.1,248.6
2025-06-06,15,30.5,28.5,4.6,252.6
2025-06-06,16,29.5,32,2.9,227.9
2025-06-06,17,28.7,32.2,2.2,249.9
2025-06-06,18,28,35,3.2,244.2
2025-06-06,19,27.1,35.6,3.1,236.3
2025-06-06,20,26,39,2.8,265.6
2025-06-06,21,24,43.8,1.4,268
2025-06-06,22,24,41.6,3,241.7
2025-06-06,23,24.9,37.3,3.4,266.9
2025-06-07,0,24.1,38.7,2.7,250
2025-06-07,1,19,66.3,1,178.4
2025-06-07,2,20.6,54.1,2,244.2
2025-06-07,3,22.2,44.7,1.7,264.8
2025-06-07,4,21.5,47.1,2.4,266
2025-06-07,5,20.8,51.6,2.8,268
2025-06-07,6,20.1,56.9,0.6,348
2025-06-07,7,21.9,52.1,0.7,356.3
2025-06-07,8,25.2,43,1.2,257.1
2025-06-07,9,25.1,48.5,1.1,130.8
2025-06-07,10,25,53.7,1,141.5
2025-06-07,11,22.7,61.9,2.2,127.4
2025-06-07,12,24.6,60.3,3.4,157.1
2025-06-07,13,29.6,31.7,3.5,179.3
