day,h,t,rh,ws,wd
2025-06-01,0,12.9,68.7,1.2,338.2
2025-06-01,1,12.7,68.5,0.9,346.1
2025-06-01,2,12.6,69.2,1.2,312.8
2025-06-01,3,11.7,71.7,0.9,350.7
2025-06-01,4,10.9,77.9,0.9,309.3
2025-06-01,5,12.7,68.1,1,315.6
2025-06-01,6,13,67.8,1.8,302.8
2025-06-01,7,14.9,65.2,1.3,305
2025-06-01,8,18.5,58.1,0.4,356.8
2025-06-01,9,21.1,51.9,2.8,121
2025-06-01,10,21.5,56.7,3.7,128.7
2025-06-01,11,22.4,60.2,4.1,129.6
2025-06-01,12,21.8,65.4,4.6,128.8
2025-06-01,13,21.5,66.5,4.9,129.4
2025-06-01,14,21.5,67.4,4.5,136.5
2025-06-01,15,21.4,66.2,3.6,138.3
2025-06-01,16,22.7,64.6,3,133.2
2025-06-01,17,21.8,68.2,3.8,129
2025-06-01,18,20.5,73.5,2.5,125.1
2025-06-01,19,19.4,80.1,0.5,27.4
2025-06-01,20,18.5,85.5,0.6,346.3
2025-06-01,21,18.1,86.2,0.8,317.3
2025-06-01,22,18,80.4,0.7,319.8
2025-06-01,23,17.8,76.1,1,328.7
2025-06-02,0,17.1,77.4,0.7,331.9
2025-06-02,1,17.2,75.9,1.1,328.3
2025-06-02,2,17.1,76.1,0.8,353.8
2025-06-02,3,17.3,75.8,0.6,337.7
2025-06-02,4,17.5,74.7,0.6,1.3
2025-06-02,5,18.2,71.3,1,321
2025-06-02,6,18.7,69.3,1.7,267
2025-06-02,7,19.2,70,0.5,304.4
2025-06-02,8,20.8,65.8,1.1,297.7
2025-06-02,9,22.6,60.3,1.5,257.1
2025-06-02,10,23,59.9,0.7,292.3
2025-06-02,11,21.4,73.9,1.5,117.1
2025-06-02,12,21.8,75.7,0.9,310.3
2025-06-02,13,22,72.7,1.3,303
2025-06-02,14,22.4,61.6,0.6,294.7
2025-06-02,15,23.6,57.1,0.5,88.1
2025-06-02,16,21.9,63.5,0.7,18
2025-06-02,17,20.3,75,0.7,317.7
2025-06-02,18,19.3,80.7,0.2,12.7
2025-06-02,19,19.1,78.2,0.4,30.5
2025-06-02,20,18.2,82.9,0.5,313.9
2025-06-02,21,17.9,82.2,0.5,336.1
2025-06-02,22,17.9,80.6,0.7,17.9
2025-06-02,23,17.8,78.9,0.3,28.5
2025-06-03,0,17.3,84,0.9,297.8
2025-06-03,1,17.1,83.9,0.5,345
2025-06-03,2,16.9,82.6,0.2,318.1
2025-06-03,3,16.9,82.6,1,124.5
2025-06-03,4,16.6,87.9,0.6,100.4
2025-06-03,5,15.6,93.2,0.8,90.6
2025-06-03,6,15.5,95.1,0.1,194.5
2025-06-03,7,15.4,95.4,0.4,106.6
2025-06-03,8,16.1,94.7,0.3,226.8
2025-06-03,9,18.1,81.5,0.5,280
2025-06-03,10,20.5,67.2,1.2,149.9
2025-06-03,11,21.2,62.2,1.3,154.3
2025-06-03,12,22.2,58.3,1.8,138.5
2025-06-03,13,22.3,67.1,3.6,126.3
2025-06-03,14,21.6,69.4,3.4,126.8
2025-06-03,15,22.8,67.9,3.1,138.9
2025-06-03,16,22.2,69.2,2.8,128.5
2025-06-03,17,25.8,32.9,3.1,276
2025-06-03,18,24.2,34.8,4,278.3
2025-06-03,19,22.9,38.2,2.3,260.5
2025-06-03,20,20.4,39.2,0.7,53.9
2025-06-03,21,18.7,45.5,2.2,265.7
2025-06-03,22,17.9,44.4,0.7,4.7
2025-06-03,23,19.4,40.8,1.7,252.6
2025-06-04,0,18.7,35.3,1.4,187.3
2025-06-04,1,16.6,40.4,1.1,330.9
2025-06-04,2,17.6,33.3,3.2,265.4
2025-06-04,3,14.7,45.9,1.1,149.6
2025-06-04,4,16.6,36.9,2.5,251
2025-06-04,5,13.3,52.8,0.7,152.4
2025-06-04,6,12.3,61.6,0.6,289.5
2025-06-04,7,14.9,59,0.6,104.8
2025-06-04,8,18.4,39.2,1.6,100.7
2025-06-04,9,20.2,36.6,4.2,268.1
2025-06-04,10,21.9,33.7,3.8,267.7
2025-06-04,11,23.6,29.7,1.9,248.4
2025-06-04,12,25,29.3,3.8,259.9
2025-06-04,13,25.7,23,5.1,267.2
2025-06-04,14,25.6,23.7,5.2,256.9
2025-06-04,15,25.8,22.9,5.1,255.2
2025-06-04,16,25,22.7,4.6,257.9
2025-06-04,17,25,23.3,4.4,256.6
2025-06-04,18,23.7,25.4,3.6,269.6
2025-06-04,19,22.7,29.1,2.9,267.1
2025-06-04,20,19.7,38.5,0.7,29
2025-06-04,21,16.8,52.7,0.6,328
2025-06-04,22,14.3,65.7,0.6,302.6
2025-06-04,23,13,73.1,0.7,276.7
2025-06-05,0,13.7,66.3,2.5,261.4
2025-06-05,1,14.8,62.7,2.4,244.6
2025-06-05,2,16.1,59,3.2,245.4
2025-06-05,3,14.9,64.4,2.6,231.4
2025-06-05,4,12.7,75,0.9,247.6
2025-06-05,5,14.2,67.3,1.5,274.9
2025-06-05,6,13,75.1,0.6,277.5
2025-06-05,7,15.7,67,0.4,26.9
2025-06-05,8,19.9,48.6,1.3,170.6
2025-06-05,9,21.1,45.3,3.1,271.2
2025-06-05,10,23,40.3,3.1,262.8
2025-06-05,11,25,35.3,3.1,265
2025-06-05,12,26,32.3,4.7,280.2
2025-06-05,13,26.6,32.1,4.4,285.5
2025-06-05,14,27.5,30.5,2.5,261.5
2025-06-05,15,26.8,37,3.2,130.2
2025-06-05,16,27.6,32.2,2.9,295.3
2025-06-05,17,26.9,33.5,3.5,293.1
2025-06-05,18,25.9,36.8,3.2,293
2025-06-05,19,24.8,38.4,3.4,294.2
2025-06-05,20,23.3,44.1,3.2,286.8
2025-06-05,21,20.2,55.9,0.8,173.8
2025-06-05,22,22.9,41.2,2.3,252.1
2025-06-05,23,22.7,40.9,2.6,262.7
2025-06-06,0,22,43.5,3.1,254.4
2025-06-06,1,21.8,44.2,3,278.3
2025-06-06,2,21.6,44.1,2.9,279.4
2025-06-06,3,21.4,44,3.5,290.7
2025-06-06,4,21.4,42.7,4.3,267.8
2025-06-06,5,21.2,38.8,4.9,279.2
2025-06-06,6,21.8,34.4,3.3,257.8
2025-06-06,7,22.1,32.8,2.7,276.1
2025-06-06,8,22.9,33.5,2.4,285.1
2025-06-06,9,23.1,35,2.6,275.3
2025-06-06,10,23.4,39,3,278.3
2025-06-06,11,24.1,37.3,2.3,286.5
2025-06-06,12,24.9,37.2,2.9,270.1
2025-06-06,13,26.7,30.5,5.3,265.6
2025-06-06,14,26.7,30,4.3,274.7
2025-06-06,15,27.4,30.7,3,269.6
2025-06-06,16,28.7,28.4,2.9,240
2025-06-06,17,28.1,33.1,2.1,269.4
2025-06-06,18,26.7,37.7,1.6,285.3
2025-06-06,19,25,42.3,2.4,299
2025-06-06,20,26.4,29.3,4.6,286.3
2025-06-06,21,25.3,30,3.5,283.4
2025-06-06,22,20.1,48.1,0.8,276.2
2025-06-06,23,17.2,61.7,0.7,310.6
2025-06-07,0,18.7,52.8,1.1,120.1
2025-06-07,1,22.1,41.8,1.8,93.5
2025-06-07,2,20.6,47.2,1.6,131.5
2025-06-07,3,19.9,51.1,1.3,46.3
2025-06-07,4,17.3,63.1,1.2,144
2025-06-07,5,17.1,64.1,1,84.1
2025-06-07,6,16.8,69.8,0.3,166.8
2025-06-07,7,19.1,68.7,0.3,211.2
2025-06-07,8,22.7,52.4,0.7,232.2
2025-06-07,9,24.5,43.8,3,275.3
2025-06-07,10,26.3,39.4,3.7,276.3
2025-06-07,11,27.5,35.1,3.8,274
2025-06-07,12,28.9,31.5,3.3,290.3
2025-06-07,13,29.5,30.6,3.2,285.1
2025-06-07,14,29.7,28.5,3.2,280.6
2025-06-07,15,29.7,27.3,3,277.6
2025-06-07,16,30.3,25.8,3.4,277.8
2025-06-07,17,29.6,29.1,3,264.1
2025-06-07,18,28.9,31.1,2.1,255.3
2025-06-07,19,25.9,46.2,0.6,353.6
2025-06-07,20,22.9,57.2,0.5,251.5
2025-06-07,21,21,66.4,0.1,284.8
2025-06-07,22,20.1,68.4,0.1,31.1
2025-06-07,23,19.8,67.5,0.4,294.6
2025-06-08,0,19.3,66.7,0.5,325.1
2025-06-08,1,18.2,74.2,0.2,263.9
2025-06-08,2,17.5,77.2,0.4,235.3
2025-06-08,3,16.8,81.7,0.1,280.4
2025-06-08,4,17.7,75.7,1.3,274.9
2025-06-08,5,17.1,79.5,1.4,292.6
