day,h,t,rh,ws,wd
2025-06-01,0,15.9,81.5,3.5,125.2
2025-06-01,1,15.3,78.7,2.7,25.6
2025-06-01,2,15.9,91,5.8,134.8
2025-06-01,3,15.5,90.1,5.4,66.8
2025-06-01,4,15,89.1,3.6,319.2
2025-06-01,5,14.7,84.1,3.8,313
2025-06-01,6,14.9,83.6,2.5,330.8
2025-06-01,7,16.2,83.6,4.1,52.8
2025-06-01,8,17.2,81.8,2.4,0.1
2025-06-01,9,17.6,80.8,2.9,47.8
2025-06-01,10,17.9,77.1,3,36.1
2025-06-01,11,18.2,74.8,3.1,43
2025-06-01,12,18.7,75.5,2.7,54.1
2025-06-01,13,18.6,74.2,2.7,48
2025-06-01,14,17.9,78,1.9,76.8
2025-06-01,15,18.6,75.7,1.3,131.6
2025-06-01,16,18,76.6,2.4,155.9
2025-06-01,17,17.6,80.1,3.5,178.2
2025-06-01,18,17,83.6,3.4,182.7
2025-06-01,19,16.9,87,3,182.6
2025-06-01,20,16.9,89.3,3.4,178
2025-06-01,21,17.1,89.6,2.6,190.7
2025-06-01,22,17,89.4,1.8,193.4
2025-06-01,23,16.8,91.2,1.4,203
2025-06-02,0,16.5,92.1,1.3,203
2025-06-02,1,16.1,93,1.2,224.1
2025-06-02,2,16,93.6,1.3,229.3
2025-06-02,3,16.3,94.7,0.6,224.5
2025-06-02,4,16.4,94.9,0.8,225.8
2025-06-02,5,16.5,94.9,1,233
2025-06-02,6,16.6,95.3,0.4,231.9
2025-06-02,7,17.2,94.5,0.2,185.2
2025-06-02,8,17.2,93.3,1.2,182.9
2025-06-02,9,17.7,91.9,1.9,186.4
2025-06-02,10,17.8,92.7,2.1,184.7
2025-06-02,11,17.5,93.9,1.6,191
2025-06-02,12,17.4,95.2,2.8,185.1
2025-06-02,13,17.6,93.4,2.7,195.4
2025-06-02,14,19.2,91.7,1.4,207.2
2025-06-02,15,18.8,90,2.3,199.4
2025-06-02,16,18.5,93.8,2.5,208.7
2025-06-02,17,18.3,94.3,2.2,192.2
2025-06-02,18,18,93.8,2,185.4
2025-06-02,19,18,93.5,1,171.1
2025-06-02,20,17.7,94.3,0.8,186.8
2025-06-02,21,17.7,93.2,1,308.7
2025-06-02,22,17.8,93.1,1,250.2
2025-06-02,23,17.8,94.6,1.4,232.3
2025-06-03,0,17.9,94.5,1.3,200.8
2025-06-03,1,17.9,90.8,0.9,238.2
2025-06-03,2,18.5,76.3,1.5,223.8
2025-06-03,3,17.7,82.9,2.2,207.8
2025-06-03,4,16.1,93,2.5,166.2
2025-06-03,5,15.8,96.8,1.3,285.3
2025-06-03,6,16,97.4,2.3,14.4
2025-06-03,7,16.1,97.7,2.2,309.3
2025-06-03,8,16.6,96.5,0.5,167.6
2025-06-03,9,17.7,89.9,1.4,186.5
2025-06-03,10,19.4,82.8,1.1,196.7
2025-06-03,11,21.7,80.6,1,159.4
2025-06-03,12,19.8,76.8,2.3,151
2025-06-03,13,20,76.4,3.6,173.4
2025-06-03,14,18.8,83.2,3.7,169.2
2025-06-03,15,19.3,83,4.2,175.2
2025-06-03,16,19.3,84.2,4,177.7
2025-06-03,17,18.9,84.2,4.3,177.4
2025-06-03,18,18.5,85.5,3.7,184.2
2025-06-03,19,18.2,90.6,2.7,189.8
2025-06-03,20,18.5,87.2,2.2,219.6
2025-06-03,21,17.7,87.5,4.8,66.2
2025-06-03,22,17,87.7,3.9,126.1
2025-06-03,23,17,89.9,3.4,291.5
2025-06-04,0,16.4,92.2,2.1,316.8
2025-06-04,1,16.2,85.4,1.6,236.3
2025-06-04,2,16.7,68.4,1.1,118.7
2025-06-04,3,17.8,39.3,1.5,271.3
2025-06-04,4,16.7,37.4,2.5,266.5
2025-06-04,5,14.8,53,2.3,183.4
2025-06-04,6,17.5,49.3,1.8,232.8
2025-06-04,7,19.1,46.1,1.4,198.7
2025-06-04,8,21,37.6,3.4,276.4
2025-06-04,9,22.4,36.8,2,257.7
2025-06-04,10,22.5,39.8,3.6,200.9
2025-06-04,11,22.3,42.4,6.2,189.8
2025-06-04,12,24.3,34.9,1.9,201.8
2025-06-04,13,25.5,23.6,3.7,329.8
2025-06-04,14,25.9,23.8,4.5,288.1
2025-06-04,15,26.6,21.1,6,290.7
2025-06-04,16,26.7,23.2,5.1,292
2025-06-04,17,25.9,22.7,5,282.9
2025-06-04,18,22.5,40.9,4,297
2025-06-04,19,18.4,63.7,5.6,70.4
2025-06-04,20,18.2,60.7,3.4,66.4
2025-06-04,21,18.5,55,1.5,328.2
2025-06-04,22,18,54,1.5,285.1
2025-06-04,23,18.2,49.6,1.6,249.3
2025-06-05,0,17.1,53.4,1.5,236.8
2025-06-05,1,16.9,56.2,1.9,262.7
2025-06-05,2,18.2,49.9,2.4,280.6
2025-06-05,3,15.6,66.4,1.4,229.1
2025-06-05,4,17.9,50.9,4.8,266.8
2025-06-05,5,17.5,52.1,3,263.5
2025-06-05,6,17.3,55.6,2.5,255.7
2025-06-05,7,18.9,53.5,2.9,263.2
2025-06-05,8,21.9,48.1,1.5,254.8
2025-06-05,9,24.3,41,1.5,214.2
2025-06-05,10,22.7,46.9,2.7,157.1
2025-06-05,11,21.7,57.6,2.8,147
2025-06-05,12,21.9,53.6,4,157.5
