day,h,t,rh,ws,wd,vis
2021-03-04,8,4.9,58.0,2.9,160.0,14.0
2021-03-04,9,5.8,54.0,2.4,160.0,14.1
2021-03-04,10,7.3,50.0,1.9,180.0,13.5
2021-03-04,11,8.2,48.0,2.9,180.0,13.8
2021-03-04,12,9.6,44.0,3.4,200.0,14.9
2021-03-04,13,10.5,44.0,4.5,180.0,17.1
2021-03-04,14,11.1,45.0,3.4,180.0,17.3
2021-03-04,15,11.3,47.0,4.1,180.0,19.1
2021-03-04,16,12.5,44.0,2.2,180.0,19.9
2021-03-04,17,12.0,47.0,1.7,200.0,20.0
2021-03-04,18,11.3,48.0,1.8,250.0,20.0
2021-03-04,19,10.1,54.0,1.0,340.0,14.3
2021-03-04,20,9.5,57.0,1.1,360.0,15.9
2021-03-04,21,9.0,58.0,0.8,360.0,14.6
2021-03-04,22,8.2,59.0,0.9,160.0,12.9
2021-03-04,23,7.0,69.0,2.3,230.0,9.9
2021-03-05,0,6.4,74.0,2.4,230.0,9.1
2021-03-05,1,6.5,71.0,1.8,250.0,9.7
2021-03-05,2,5.7,80.0,2.0,360.0,4.6
2021-03-05,3,5.3,83.0,2.1,340.0,3.6
2021-03-05,4,4.5,85.0,2.3,340.0,3.2
2021-03-05,5,4.6,84.0,3.0,20.0,3.0
2021-03-05,6,4.5,83.0,2.7,20.0,3.4
2021-03-05,7,4.0,84.0,2.9,20.0,3.1
2021-03-05,8,5.4,75.0,2.7,50.0,4.0
2021-03-05,9,7.2,66.0,1.6,50.0,5.1
2021-03-05,10,8.2,62.0,1.5,340.0,4.9
2021-03-05,11,9.5,58.0,2.3,340.0,5.1
2021-03-05,12,10.9,48.0,2.9,340.0,8.4
2021-03-05,13,12.0,47.0,4.1,320.0,12.4
2021-03-05,14,12.2,48.0,3.9,320.0,8.2
2021-03-05,15,12.9,45.0,3.5,340.0,15.1
2021-03-05,16,12.9,44.0,4.3,320.0,20.0
2021-03-05,17,11.6,51.0,4.4,340.0,19.6
2021-03-05,18,10.2,60.0,3.4,320.0,15.0
2021-03-05,19,8.9,70.0,1.0,270.0,15.6
2021-03-05,20,8.1,72.0,1.7,340.0,18.3
2021-03-05,21,7.2,84.0,2.8,320.0,10.8
2021-03-05,22,5.1,93.0,2.3,230.0,3.3
2021-03-05,23,5.7,92.0,1.7,340.0,6.1
2021-03-06,0,5.8,91.0,1.5,340.0,6.0
2021-03-06,1,5.8,89.0,0.9,290.0,5.2
2021-03-06,2,5.4,90.0,0.9,230.0,4.2
2021-03-06,3,5.3,90.0,2.4,360.0,4.2
2021-03-06,4,5.1,89.0,2.6,360.0,4.8
2021-03-06,5,4.9,88.0,2.7,360.0,5.2
2021-03-06,6,4.5,90.0,3.0,340.0,4.4
2021-03-06,7,4.6,88.0,3.7,20.0,4.9
2021-03-06,8,4.9,85.0,4.1,20.0,4.8
2021-03-06,9,5.4,80.0,3.3,20.0,4.8
2021-03-06,10,7.0,70.0,3.6,20.0,6.4
2021-03-06,11,7.8,64.0,4.0,20.0,8.0
2021-03-06,12,9.6,56.0,3.4,20.0,9.5
2021-03-06,13,10.5,51.0,3.4,20.0,11.8
2021-03-06,14,11.1,47.0,3.2,50.0,16.1
2021-03-06,15,10.7,44.0,4.1,90.0,17.6
2021-03-06,16,9.8,45.0,4.3,110.0,20.0
2021-03-06,17,8.9,46.0,5.3,90.0,20.0
2021-03-06,18,7.9,47.0,6.0,90.0,20.0
2021-03-06,19,6.8,49.0,5.6,90.0,20.0
2021-03-06,20,6.2,51.0,4.9,110.0,20.0
2021-03-06,21,5.6,54.0,4.7,70.0,20.0
2021-03-06,22,4.9,55.0,4.5,90.0,20.0
2021-03-06,23,4.8,54.0,4.9,90.0,20.0
2021-03-07,0,4.5,55.0,3.4,90.0,20.0
2021-03-07,1,4.0,58.0,3.0,90.0,20.0
2021-03-07,2,3.6,58.0,4.6,90.0,20.0
2021-03-07,3,3.4,60.0,4.7,90.0,20.0
2021-03-07,4,3.2,61.0,3.5,90.0,20.0
2021-03-07,5,3.2,60.0,3.8,90.0,20.0
2021-03-07,6,3.2,60.0,3.7,90.0,20.0
2021-03-07,7,3.0,62.0,3.4,90.0,19.9
2021-03-07,8,3.3,60.0,2.8,90.0,20.0
2021-03-07,9,4.7,53.0,2.9,90.0,20.0
2021-03-07,10,7.0,48.0,1.4,140.0,20.0
2021-03-07,11,8.3,48.0,1.3,200.0,19.9
2021-03-07,12,8.2,49.0,2.5,270.0,19.4
2021-03-07,13,9.0,47.0,2.1,250.0,18.5
2021-03-07,14,9.4,47.0,2.8,250.0,16.9
2021-03-07,15,9.0,53.0,3.9,230.0,14.9
2021-03-07,16,9.0,55.0,2.6,230.0,14.6
2021-03-07,17,8.3,57.0,2.7,250.0,14.1
2021-03-07,18,7.4,59.0,2.5,270.0,12.9
2021-03-07,19,6.3,62.0,2.0,320.0,10.8
2021-03-07,20,5.3,68.0,1.3,340.0,10.8
2021-03-07,21,4.5,73.0,1.3,340.0,10.5
2021-03-07,22,4.3,74.0,2.4,360.0,11.7
2021-03-07,23,4.1,77.0,1.3,340.0,10.3
2021-03-08,0,3.9,78.0,1.2,320.0,10.1
2021-03-08,1,3.3,80.0,0.0,0.0,7.5
2021-03-08,2,3.3,87.0,1.4,230.0,5.4
2021-03-08,3,2.9,88.0,1.3,320.0,4.6
2021-03-08,4,2.6,93.0,2.2,360.0,3.2
2021-03-08,5,2.3,86.0,2.0,20.0,5.6
2021-03-08,6,2.0,89.0,2.5,360.0,3.4
2021-03-08,7,1.8,86.0,1.1,20.0,5.2
2021-03-08,8,2.0,86.0,0.9,340.0,4.2
2021-03-08,9,3.3,75.0,1.6,320.0,5.0
2021-03-08,10,4.4,67.0,1.9,340.0,5.6
2021-03-08,11,6.4,55.0,1.6,320.0,6.0
2021-03-08,12,7.9,56.0,1.9,250.0,7.6
2021-03-08,13,8.8,50.0,1.9,250.0,7.8
2021-03-08,14,9.5,45.0,2.5,250.0,10.0
2021-03-08,15,9.7,47.0,4.0,270.0,10.6
2021-03-08,16,9.3,50.0,4.8,340.0,15.0
2021-03-08,17,8.9,50.0,3.1,340.0,16.3
2021-03-08,18,8.1,49.0,3.2,340.0,14.8
2021-03-08,19,6.5,52.0,1.4,340.0,14.4
2021-03-08,20,5.5,56.0,0.9,270.0,15.3
2021-03-08,21,4.5,60.0,3.2,360.0,17.1
2021-03-08,22,4.0,77.0,2.6,340.0,11.9
2021-03-08,23,3.6,81.0,1.5,340.0,10.2
2021-03-09,0,3.6,69.0,0.7,290.0,9.3
2021-03-09,1,3.3,69.0,1.7,230.0,13.7
2021-03-09,2,3.3,80.0,1.9,250.0,9.3
2021-03-09,3,3.1,85.0,1.9,250.0,8.3
2021-03-09,4,2.6,87.0,1.3,230.0,5.4
2021-03-09,5,2.2,84.0,1.0,360.0,9.6
2021-03-09,6,2.4,85.0,0.9,50.0,8.5
2021-03-09,7,2.4,83.0,1.0,320.0,8.1
2021-03-09,8,2.8,85.0,1.4,200.0,6.5
2021-03-09,9,4.5,76.0,0.9,250.0,4.3
2021-03-09,10,5.9,71.0,1.5,250.0,6.2
2021-03-09,11,7.0,58.0,1.6,250.0,10.7
2021-03-09,12,8.3,52.0,1.7,270.0,12.3
2021-03-09,13,8.9,52.0,2.5,270.0,11.6
2021-03-09,14,9.4,41.0,2.6,250.0,16.7
2021-03-09,15,10.5,28.0,1.8,320.0,17.2
2021-03-09,16,9.3,38.0,4.6,270.0,19.8
2021-03-09,17,7.7,20.0,5.3,270.0,20.0
2021-03-09,18,6.8,60.0,4.7,270.0,14.9
2021-03-09,19,5.9,74.0,4.4,290.0,9.4
2021-03-09,20,5.4,77.0,1.0,250.0,6.9
2021-03-09,21,5.1,85.0,2.4,250.0,5.2
2021-03-09,22,4.9,84.0,1.7,250.0,5.0
2021-03-09,23,4.5,86.0,1.4,230.0,4.2
2021-03-10,0,4.2,88.0,1.3,200.0,3.4
2021-03-10,1,4.0,89.0,1.2,230.0,3.1
2021-03-10,2,3.7,89.0,0.7,200.0,2.9
2021-03-10,3,3.5,88.0,0.3,0.0,3.7
2021-03-10,4,3.2,86.0,0.3,0.0,3.9
2021-03-10,5,3.1,89.0,0.2,0.0,2.6
2021-03-10,6,2.9,91.0,0.9,200.0,1.6
2021-03-10,7,2.8,92.0,2.9,140.0,1.1
2021-03-10,8,3.3,92.0,1.6,140.0,1.5
2021-03-10,9,4.0,89.0,0.8,20.0,0.7
2021-03-10,10,5.4,77.0,1.7,340.0,1.6
2021-03-10,11,7.2,65.0,2.7,340.0,2.5
2021-03-10,12,9.6,55.0,1.7,290.0,3.3
2021-03-10,13,11.1,47.0,1.5,270.0,3.7
2021-03-10,14,12.7,41.0,2.8,270.0,4.4
2021-03-10,15,13.4,38.0,2.3,270.0,5.0
2021-03-10,16,12.9,44.0,3.0,270.0,4.5
2021-03-10,17,12.0,47.0,2.1,290.0,4.4
2021-03-10,18,9.8,61.0,3.0,360.0,3.3
2021-03-10,19,8.4,60.0,2.5,340.0,3.5
2021-03-10,20,7.8,53.0,1.6,340.0,3.5
2021-03-10,21,7.4,54.0,1.7,20.0,4.2
2021-03-10,22,6.3,60.0,0.2,0.0,4.0
2021-03-10,23,5.6,75.0,1.6,230.0,2.0
2021-03-11,0,5.1,75.0,0.6,250.0,1.9
2021-03-11,1,4.7,70.0,0.6,20.0,2.4
2021-03-11,2,4.5,77.0,0.7,180.0,1.7
2021-03-11,3,4.4,78.0,2.2,180.0,1.7
2021-03-11,4,3.9,84.0,2.0,230.0,1.4
2021-03-11,5,3.7,88.0,1.5,230.0,1.1
2021-03-11,6,3.4,89.0,2.0,230.0,1.1
2021-03-11,7,3.6,82.0,1.2,140.0,1.4
2021-03-11,8,4.3,75.0,0.3,0.0,1.7
2021-03-11,9,6.1,60.0,1.2,140.0,2.2
2021-03-11,10,8.7,48.0,1.1,180.0,2.7
2021-03-11,11,9.6,53.0,2.1,230.0,1.9
2021-03-11,12,11.5,45.0,1.8,230.0,2.5
2021-03-11,13,12.5,30.0,1.4,290.0,4.8
2021-03-11,14,13.1,30.0,2.5,320.0,4.6
2021-03-11,15,12.6,30.0,2.2,270.0,6.7
2021-03-11,16,12.2,33.0,3.9,270.0,5.5
2021-03-11,17,11.1,45.0,2.2,340.0,5.0
2021-03-11,18,10.5,44.0,2.9,340.0,6.5
2021-03-11,19,9.3,43.0,2.6,360.0,7.5
2021-03-11,20,8.7,42.0,2.6,360.0,6.9
2021-03-11,21,8.2,49.0,1.4,360.0,5.5
2021-03-11,22,8.2,50.0,2.3,340.0,4.9
2021-03-11,23,7.5,61.0,2.6,360.0,3.1
2021-03-12,0,7.1,69.0,1.5,360.0,2.5
2021-03-12,1,7.5,62.0,0.9,70.0,3.0
2021-03-12,2,7.9,58.0,1.6,230.0,3.2
2021-03-12,3,7.8,61.0,2.6,340.0,3.0
2021-03-12,4,7.8,66.0,2.4,340.0,2.8
2021-03-12,5,7.7,64.0,0.9,230.0,3.1
2021-03-12,6,7.2,73.0,0.5,200.0,2.2
2021-03-12,7,7.6,67.0,2.4,20.0,2.7
2021-03-12,8,8.1,63.0,2.3,20.0,2.9
2021-03-12,9,9.1,53.0,3.8,50.0,3.8
2021-03-12,10,9.9,50.0,2.6,20.0,4.0
2021-03-12,11,11.2,44.0,2.9,20.0,4.3
2021-03-12,12,12.2,40.0,3.2,20.0,4.9
2021-03-12,13,12.7,42.0,1.8,340.0,4.7
2021-03-12,14,13.0,44.0,2.0,90.0,4.3
2021-03-12,15,13.0,47.0,4.8,140.0,6.2
2021-03-12,16,12.4,54.0,4.8,90.0,11.8
2021-03-12,17,12.5,54.0,3.4,90.0,15.2
2021-03-12,18,12.2,56.0,4.0,20.0,13.5
2021-03-12,19,11.8,56.0,4.3,20.0,14.0
2021-03-12,20,10.5,60.0,4.2,20.0,18.1
2021-03-12,21,9.1,63.0,4.4,50.0,12.0
2021-03-12,22,8.5,63.0,4.1,50.0,9.4
2021-03-12,23,7.7,64.0,2.9,50.0,7.8
2021-03-13,0,7.2,65.0,3.3,20.0,7.0
2021-03-13,1,6.6,66.0,3.1,20.0,6.5
2021-03-13,2,6.2,70.0,3.5,20.0,6.1
2021-03-13,3,5.9,72.0,4.1,20.0,5.8
2021-03-13,4,5.6,73.0,3.3,20.0,5.6
2021-03-13,5,5.3,75.0,3.9,50.0,5.3
2021-03-13,6,4.8,77.0,3.0,20.0,4.3
2021-03-13,7,5.1,75.0,0.5,20.0,4.5
2021-03-13,8,5.2,74.0,3.2,20.0,4.2
2021-03-13,9,6.9,65.0,1.7,20.0,4.9
2021-03-13,10,9.0,51.0,2.4,90.0,7.1
2021-03-13,11,10.1,50.0,0.9,70.0,6.9
2021-03-13,12,11.0,48.0,2.7,320.0,6.5
2021-03-13,13,11.5,45.0,3.2,340.0,6.6
2021-03-13,14,12.2,47.0,3.3,230.0,8.6
2021-03-13,15,12.3,46.0,2.5,320.0,8.2
2021-03-13,16,11.4,45.0,4.5,320.0,10.1
2021-03-13,17,10.6,51.0,2.8,320.0,10.1
2021-03-13,18,9.6,56.0,2.4,340.0,10.1
2021-03-13,19,8.7,63.0,1.8,290.0,7.3
2021-03-13,20,7.4,70.0,0.9,230.0,6.2
2021-03-13,21,6.4,78.0,2.7,250.0,4.7
2021-03-13,22,5.9,84.0,1.7,200.0,3.2
2021-03-13,23,5.7,86.0,3.0,250.0,3.0
2021-03-14,0,5.2,90.0,1.8,230.0,1.9
2021-03-14,1,5.0,89.0,1.5,230.0,2.3
2021-03-14,2,4.8,89.0,1.3,230.0,2.0
2021-03-14,3,4.7,91.0,1.6,230.0,1.7
2021-03-14,4,4.7,92.0,1.5,200.0,1.5
2021-03-14,5,4.5,94.0,1.5,230.0,0.9
2021-03-14,6,4.4,94.0,2.7,200.0,0.8
2021-03-14,7,4.3,94.0,1.4,230.0,0.6
2021-03-14,8,4.6,95.0,2.4,200.0,0.2
2021-03-14,9,5.2,95.0,1.6,200.0,0.7
2021-03-14,10,4.9,95.0,1.5,230.0,0.1
2021-03-14,11,5.1,92.0,2.7,230.0,0.7
2021-03-14,12,5.7,86.0,2.7,230.0,0.6
2021-03-14,13,6.4,81.0,2.7,250.0,1.4
2021-03-14,14,7.3,75.0,3.0,230.0,2.3
2021-03-14,15,8.4,72.0,2.2,230.0,3.2
2021-03-14,16,9.4,67.0,2.9,250.0,3.7
2021-03-14,17,8.4,69.0,3.2,250.0,3.0
2021-03-14,18,6.8,78.0,1.9,230.0,3.0
2021-03-14,19,5.4,85.0,1.9,230.0,2.2
2021-03-14,20,5.5,84.0,1.3,270.0,2.2
2021-03-14,21,5.3,85.0,1.0,230.0,2.2
2021-03-14,22,4.9,90.0,1.0,180.0,1.6
2021-03-14,23,5.1,84.0,0.2,0.0,2.1
2021-03-15,0,5.3,82.0,0.9,160.0,2.3
2021-03-15,1,5.4,82.0,1.5,200.0,2.3
2021-03-15,2,4.7,91.0,1.8,230.0,1.1
2021-03-15,3,4.6,90.0,0.7,140.0,1.7
2021-03-15,4,4.9,87.0,0.8,110.0,2.0
2021-03-15,5,4.8,87.0,0.8,20.0,1.6
2021-03-15,6,4.9,88.0,1.9,160.0,1.9
2021-03-15,7,5.2,84.0,3.1,140.0,1.9
2021-03-15,8,5.7,79.0,1.3,160.0,2.2
2021-03-15,9,7.3,69.0,0.8,160.0,3.1
2021-03-15,10,9.4,60.0,2.7,180.0,2.9
2021-03-15,11,11.2,53.0,4.5,200.0,3.5
2021-03-15,12,12.7,46.0,4.1,180.0,4.2
2021-03-15,13,13.3,45.0,2.6,200.0,4.7
2021-03-15,14,13.8,46.0,3.3,230.0,3.9
2021-03-15,15,13.5,48.0,2.8,250.0,4.1
2021-03-15,16,12.9,52.0,3.8,270.0,3.7
2021-03-15,17,11.8,55.0,3.4,230.0,3.5
2021-03-15,18,11.3,51.0,3.8,230.0,5.4
2021-03-15,19,11.1,54.0,2.5,230.0,6.9
2021-03-15,20,10.8,59.0,2.4,270.0,6.1
2021-03-15,21,10.3,72.0,3.6,250.0,5.1
2021-03-15,22,9.5,79.0,3.7,230.0,3.8
2021-03-15,23,9.0,85.0,3.7,250.0,3.1
2021-03-16,0,9.2,94.0,5.9,270.0,0.4
2021-03-16,1,8.6,94.0,3.6,320.0,0.4
2021-03-16,2,8.3,95.0,2.7,320.0,0.7
2021-03-16,3,8.2,94.0,3.7,340.0,1.2
2021-03-16,4,7.6,93.0,5.1,340.0,2.1
2021-03-16,5,6.7,53.0,6.8,360.0,20.0
2021-03-16,6,6.0,51.0,5.3,360.0,20.0
2021-03-16,7,5.5,50.0,6.0,340.0,17.5
2021-03-16,8,5.6,47.0,5.7,340.0,15.8
2021-03-16,9,6.2,35.0,8.5,20.0,12.3
2021-03-16,10,6.9,37.0,5.4,20.0,11.2
2021-03-16,11,7.7,27.0,5.4,340.0,12.9
2021-03-16,12,8.9,23.0,4.8,360.0,14.3
2021-03-16,13,9.6,22.0,4.8,340.0,17.2
2021-03-16,14,10.8,28.0,3.2,250.0,16.4
2021-03-16,15,10.5,29.0,4.0,290.0,17.9
2021-03-16,16,8.7,40.0,6.6,290.0,17.8
2021-03-16,17,9.2,37.0,4.9,270.0,19.1
2021-03-16,18,8.9,41.0,3.6,290.0,18.1
2021-03-16,19,7.8,43.0,5.7,340.0,17.2
2021-03-16,20,6.7,47.0,3.9,360.0,15.9
2021-03-16,21,5.9,42.0,5.7,20.0,15.5
2021-03-16,22,5.2,46.0,5.1,20.0,14.8
2021-03-16,23,4.7,45.0,4.4,360.0,14.8
2021-03-17,0,4.2,47.0,3.1,20.0,15.0
2021-03-17,1,4.1,45.0,3.0,360.0,15.0
2021-03-17,2,3.6,56.0,2.3,340.0,16.0
2021-03-17,3,3.2,55.0,1.8,340.0,17.0
2021-03-17,4,3.2,51.0,3.5,340.0,18.5
2021-03-17,5,2.9,58.0,2.8,360.0,18.8
2021-03-17,6,2.7,50.0,3.2,20.0,16.7
2021-03-17,7,2.9,45.0,2.4,50.0,14.2
2021-03-17,8,4.0,42.0,3.4,50.0,14.7
2021-03-17,9,5.9,35.0,1.9,50.0,14.7
2021-03-17,10,7.5,32.0,1.9,20.0,15.0
2021-03-17,11,9.3,32.0,0.9,270.0,14.0
2021-03-17,12,10.8,32.0,1.6,320.0,14.2
2021-03-17,13,11.8,29.0,2.2,250.0,14.5
2021-03-17,14,12.1,35.0,3.0,270.0,14.6
2021-03-17,15,12.6,35.0,3.0,250.0,16.1
2021-03-17,16,11.7,34.0,4.1,270.0,16.0
2021-03-17,17,11.8,34.0,1.9,320.0,15.0
2021-03-17,18,9.1,44.0,3.0,270.0,17.6
2021-03-17,19,7.3,51.0,3.0,340.0,19.0
2021-03-17,20,6.7,49.0,3.1,360.0,20.0
2021-03-17,21,6.6,53.0,2.2,360.0,20.0
2021-03-17,22,6.6,53.0,1.2,110.0,17.2
2021-03-17,23,6.2,49.0,0.2,0.0,14.8
2021-03-18,0,6.1,56.0,1.3,230.0,14.5
2021-03-18,1,5.9,53.0,0.7,270.0,14.8
2021-03-18,2,5.5,70.0,0.9,290.0,12.0
2021-03-18,3,5.2,80.0,1.2,230.0,12.7
2021-03-18,4,4.8,74.0,1.6,200.0,14.2
2021-03-18,5,4.7,72.0,2.0,200.0,7.4
2021-03-18,6,4.6,67.0,0.1,0.0,9.1
2021-03-18,7,4.9,81.0,0.4,0.0,6.8
2021-03-18,8,5.8,73.0,0.4,0.0,8.1
2021-03-18,9,7.9,53.0,1.0,160.0,9.0
2021-03-18,10,10.2,46.0,1.1,200.0,9.7
2021-03-18,11,11.4,47.0,1.6,230.0,7.1
2021-03-18,12,11.8,42.0,2.2,250.0,9.0
2021-03-18,13,13.2,40.0,2.9,230.0,8.6
2021-03-18,14,13.5,42.0,3.1,270.0,7.1
2021-03-18,15,14.7,40.0,1.9,270.0,8.6
2021-03-18,16,14.4,39.0,3.2,290.0,8.9
2021-03-18,17,13.1,44.0,2.9,340.0,9.8
2021-03-18,18,12.0,52.0,0.7,290.0,8.2
2021-03-18,19,10.7,55.0,2.5,360.0,9.2
2021-03-18,20,10.0,53.0,1.9,320.0,9.0
2021-03-18,21,9.3,53.0,1.8,360.0,9.2
2021-03-18,22,9.6,58.0,1.3,140.0,7.2
2021-03-18,23,9.8,56.0,1.7,250.0,7.0
2021-03-19,0,8.4,66.0,1.9,230.0,9.1
2021-03-19,1,8.2,65.0,1.7,180.0,9.9
2021-03-19,2,8.6,63.0,1.4,230.0,9.8
2021-03-19,3,7.9,65.0,1.7,230.0,11.3
2021-03-19,4,8.0,62.0,0.4,0.0,10.2
2021-03-19,5,8.1,61.0,1.6,340.0,8.4
2021-03-19,6,8.6,63.0,0.1,0.0,6.3
2021-03-19,7,8.9,60.0,1.9,180.0,6.7
2021-03-19,8,9.9,56.0,2.2,160.0,7.5
2021-03-19,9,11.7,48.0,3.4,160.0,13.4
2021-03-19,10,13.8,38.0,3.0,140.0,19.4
2021-03-19,11,15.6,34.0,1.4,160.0,20.0
2021-03-19,12,16.9,32.0,2.8,180.0,20.0
2021-03-19,13,15.9,38.0,3.4,250.0,19.9
2021-03-19,14,16.6,37.0,2.8,270.0,18.3
2021-03-19,15,16.9,38.0,2.2,270.0,16.9
2021-03-19,16,16.9,38.0,2.6,250.0,15.4
2021-03-19,17,16.2,41.0,2.9,270.0,15.7
2021-03-19,18,14.4,46.0,2.6,320.0,10.9
2021-03-19,19,11.9,58.0,2.0,340.0,10.1
2021-03-19,20,11.7,49.0,2.9,360.0,12.2
2021-03-19,21,11.3,50.0,1.3,340.0,10.8
2021-03-19,22,11.2,52.0,1.1,230.0,11.7
2021-03-19,23,11.1,50.0,0.4,0.0,10.4
2021-03-20,0,10.7,55.0,1.8,340.0,11.3
2021-03-20,1,11.3,52.0,0.7,140.0,10.2
2021-03-20,2,11.1,55.0,1.2,90.0,9.3
2021-03-20,3,11.1,61.0,2.3,180.0,6.2
2021-03-20,4,11.9,48.0,3.6,140.0,20.0
2021-03-20,5,11.7,48.0,2.3,160.0,20.0
2021-03-20,6,11.4,48.0,3.1,160.0,20.0
2021-03-20,7,11.2,47.0,2.5,160.0,20.0
2021-03-20,8,10.1,62.0,3.7,160.0,20.0
2021-03-20,9,9.3,71.0,3.7,160.0,12.9
2021-03-20,10,8.5,86.0,3.7,180.0,9.0
2021-03-20,11,8.2,90.0,2.5,200.0,7.2
2021-03-20,12,8.5,92.0,1.2,250.0,4.4
2021-03-20,13,8.5,92.0,0.6,250.0,2.3
2021-03-20,14,8.2,93.0,2.9,340.0,1.1
2021-03-20,15,8.2,94.0,0.6,340.0,1.7
2021-03-20,16,8.3,91.0,3.1,270.0,3.3
2021-03-20,17,8.1,87.0,3.8,320.0,6.8
2021-03-20,18,7.8,88.0,3.7,340.0,5.4
2021-03-20,19,7.2,85.0,3.1,320.0,7.4
2021-03-20,20,7.2,85.0,3.0,340.0,4.3
2021-03-20,21,6.7,87.0,2.8,340.0,3.2
2021-03-20,22,6.7,87.0,2.5,320.0,2.6
2021-03-20,23,6.1,86.0,4.0,340.0,2.4
2021-03-21,0,5.8,85.0,4.7,320.0,2.1
