day,h,t,rh,ws,wd,vis
2021-03-15,6,5.1,84.5,3.0,230.0,8.0
2021-03-15,9,6.0,92.0,2.0,140.0,6.0
2021-03-15,12,8.3,87.8,2.0,140.0,6.0
2021-03-15,15,11.2,80.6,1.0,50.0,9.0
2021-03-15,18,9.7,83.8,1.0,140.0,6.0
2021-03-15,21,7.6,96.6,1.0,230.0,4.5
2021-03-16,0,5.4,97.9,4.0,320.0,3.5
2021-03-16,3,3.5,89.3,2.0,320.0,9.0
2021-03-16,6,4.3,67.4,7.0,320.0,9.0
2021-03-16,9,4.1,62.1,3.0,320.0,11.0
2021-03-16,12,6.0,62.1,5.0,320.0,11.0
2021-03-16,15,5.6,64.8,5.0,320.0,14.0
2021-03-16,18,5.8,65.3,4.0,320.0,14.0
2021-03-16,21,3.8,75.1,4.0,270.0,15.0
2021-03-17,0,2.9,81.2,1.0,320.0,15.0
2021-03-17,3,1.9,81.1,0.0,0.0,14.0
2021-03-17,6,1.9,78.7,0.0,0.0,15.0
2021-03-17,9,4.6,69.5,1.0,360.0,15.0
2021-03-17,12,8.0,68.2,3.0,230.0,18.0
2021-03-17,15,11.0,66.9,3.0,230.0,18.0
2021-03-17,18,8.1,65.8,4.0,270.0,18.0
2021-03-17,21,4.6,78.0,3.0,320.0,16.0
2021-03-18,0,4.5,78.5,3.0,230.0,15.0
2021-03-18,3,3.3,82.4,1.0,270.0,15.0
2021-03-18,6,2.0,85.3,1.0,90.0,13.0
2021-03-18,9,3.5,88.0,1.0,50.0,9.0
2021-03-18,12,7.3,80.1,1.0,90.0,9.0
2021-03-18,15,9.8,74.0,2.0,270.0,9.0
2021-03-18,18,8.1,83.1,1.0,270.0,9.0
2021-03-18,21,6.4,80.0,2.0,230.0,9.0
2021-03-19,0,7.6,75.8,0.0,0.0,12.0
2021-03-19,3,6.3,88.2,1.0,230.0,11.0
2021-03-19,6,5.4,86.9,1.0,230.0,12.0
2021-03-19,9,8.1,83.1,0.0,0.0,6.0
2021-03-19,12,13.8,78.3,1.0,50.0,9.0
2021-03-19,15,16.8,78.3,2.0,50.0,9.0
2021-03-19,18,12.1,76.0,5.0,230.0,11.0
2021-03-19,21,9.2,75.5,2.0,230.0,13.0
2021-03-20,0,7.5,91.5,2.0,230.0,13.0
2021-03-20,3,7.9,85.4,1.0,140.0,13.0
2021-03-20,6,7.8,78.5,0.0,0.0,12.0
2021-03-20,9,4.1,96.5,1.0,320.0,6.0
2021-03-20,12,4.9,97.2,1.0,90.0,6.0
2021-03-20,15,7.4,92.1,3.0,270.0,9.0
2021-03-20,18,4.5,91.3,3.0,270.0,3.5
2021-03-20,21,3.8,89.9,4.0,270.0,4.5
2021-03-21,0,4.8,90.6,3.0,270.0,6.0
2021-03-21,3,4.1,90.6,5.0,270.0,6.0
2021-03-21,6,3.7,88.0,2.0,320.0,6.0
2021-03-21,9,4.3,85.6,7.0,320.0,9.0
2021-03-21,12,4.7,73.6,11.0,320.0,17.0
2021-03-21,15,5.1,79.8,9.0,320.0,17.0
2021-03-21,18,4.7,80.9,10.0,320.0,17.0
2021-03-21,21,3.2,80.7,5.0,320.0,17.0
2021-03-22,0,2.6,84.2,2.0,270.0,15.0
2021-03-22,3,2.8,84.2,3.0,320.0,13.0
2021-03-22,6,1.7,82.2,1.0,270.0,13.0
2021-03-22,9,4.4,83.8,1.0,270.0,15.0
2021-03-22,12,8.8,78.7,1.0,270.0,17.0
2021-03-22,15,8.9,71.8,5.0,230.0,17.0
2021-03-22,18,8.2,65.4,5.0,270.0,18.0
2021-03-22,21,5.8,69.2,5.0,230.0,18.0
2021-03-23,0,5.1,71.6,2.0,320.0,15.0
2021-03-23,3,2.5,77.7,3.0,140.0,15.0
2021-03-23,6,2.8,85.4,5.0,90.0,12.0
2021-03-23,9,6.8,68.9,2.0,140.0,9.0
2021-03-23,12,14.3,60.2,3.0,230.0,12.0
2021-03-23,15,16.7,60.8,8.0,230.0,13.0
2021-03-23,18,14.4,61.1,7.0,270.0,12.0
2021-03-23,21,8.7,75.4,2.0,140.0,11.0
2021-03-24,0,7.6,82.4,2.0,140.0,12.0
2021-03-24,3,6.4,78.3,3.0,140.0,13.0
2021-03-24,6,6.0,73.9,4.0,140.0,14.0
2021-03-24,9,8.8,87.3,3.0,90.0,9.0
2021-03-24,12,13.7,78.3,2.0,50.0,9.0
2021-03-24,15,15.2,76.5,1.0,180.0,9.0
2021-03-24,18,12.9,75.1,1.0,320.0,12.0
2021-03-24,21,9.2,89.1,1.0,320.0,11.0
2021-03-25,0,7.1,88.9,1.0,50.0,11.0
2021-03-25,3,6.2,86.4,1.0,50.0,11.0
2021-03-25,6,5.8,93.3,1.0,90.0,4.5
2021-03-25,9,7.1,92.1,1.0,90.0,7.0
2021-03-25,12,11.0,84.5,1.0,90.0,9.0
2021-03-25,15,10.8,83.4,4.0,230.0,8.0
2021-03-25,18,9.3,86.1,3.0,270.0,5.0
2021-03-25,21,5.9,92.6,1.0,270.0,4.0
2021-03-26,0,4.5,90.0,0.0,0.0,0.0
2021-03-26,3,3.2,92.5,0.0,0.0,0.0
2021-03-26,6,3.2,95.2,1.0,50.0,0.0
2021-03-26,9,3.6,93.8,1.0,50.0,0.0
2021-03-26,12,7.8,84.2,3.0,50.0,8.0
2021-03-26,15,16.3,65.4,1.0,90.0,11.0
2021-03-26,18,12.1,84.1,2.0,230.0,12.0
2021-03-26,21,9.0,86.1,1.0,230.0,9.0
2021-03-27,0,8.0,87.8,1.0,50.0,9.0
2021-03-27,3,8.8,83.7,1.0,290.0,8.0
2021-03-27,6,9.0,72.4,2.0,90.0,9.0
2021-03-27,9,8.4,86.0,1.0,90.0,9.0
2021-03-27,12,8.7,79.2,2.0,50.0,7.0
2021-03-27,15,9.4,91.6,2.0,90.0,7.0
2021-03-27,18,8.8,86.7,6.0,90.0,6.0
2021-03-27,21,8.7,94.1,2.0,50.0,5.0
2021-03-28,0,9.0,91.6,3.0,50.0,5.0
2021-03-28,3,8.8,86.7,2.0,360.0,5.0
2021-03-28,6,8.7,87.8,3.0,270.0,6.0
2021-03-28,9,7.6,94.0,3.0,320.0,2.5
2021-03-28,12,10.6,87.4,1.0,230.0,9.0
2021-03-28,15,8.8,90.3,3.0,230.0,9.0
2021-03-28,18,9.2,90.3,0.0,0.0,9.0
2021-03-28,21,10.4,89.8,2.0,140.0,6.0
2021-03-29,0,8.0,94.0,5.0,230.0,1.5
2021-03-29,3,5.8,95.3,5.0,270.0,3.5
2021-03-29,6,5.5,90.7,3.0,270.0,4.5
2021-03-29,9,7.2,89.6,1.0,270.0,9.0
2021-03-29,12,11.1,78.5,2.0,230.0,5.0
2021-03-29,15,10.7,78.4,3.0,230.0,6.0
2021-03-29,18,10.0,76.7,4.0,230.0,6.0
2021-03-29,21,7.6,68.1,4.0,230.0,14.0
2021-03-30,0,6.6,67.9,3.0,270.0,15.0
2021-03-30,3,6.0,72.8,1.0,270.0,15.0
2021-03-30,6,4.7,77.5,0.0,0.0,17.0
2021-03-30,9,7.5,77.4,0.0,0.0,17.0
2021-03-30,12,12.2,63.1,3.0,270.0,17.0
2021-03-30,15,14.1,61.4,5.0,230.0,18.0
2021-03-30,18,13.2,55.5,3.0,230.0,17.0
2021-03-30,21,8.8,68.8,1.0,270.0,17.0
2021-03-31,0,9.6,61.2,0.0,0.0,17.0
2021-03-31,3,6.2,72.9,2.0,90.0,17.0
2021-03-31,6,5.1,82.1,2.0,90.0,14.0
2021-03-31,9,6.7,87.7,2.0,140.0,9.0
2021-03-31,12,14.4,68.1,1.0,50.0,9.0
2021-03-31,15,18.0,62.3,1.0,180.0,9.0
2021-03-31,18,17.7,56.7,1.0,320.0,9.0
2021-03-31,21,11.4,68.4,1.0,270.0,9.0
2021-04-01,0,10.2,70.6,0.0,0.0,7.0
2021-04-01,3,9.2,69.4,0.0,0.0,7.0
2021-04-01,6,7.4,78.4,2.0,90.0,7.0
2021-04-01,9,11.4,75.9,1.0,50.0,11.0
2021-04-01,12,17.9,65.3,3.0,90.0,11.0
2021-04-01,15,21.3,54.3,4.0,140.0,14.0
2021-04-01,18,21.3,50.8,1.0,140.0,16.0
2021-04-01,21,15.9,61.8,5.0,50.0,16.0
2021-04-02,0,12.4,71.0,3.0,50.0,16.0
2021-04-02,3,11.8,70.9,3.0,140.0,15.0
2021-04-02,6,11.6,70.9,2.0,50.0,13.0
2021-04-02,9,13.6,68.9,3.0,90.0,15.0
2021-04-02,12,18.0,60.7,3.0,50.0,16.0
2021-04-02,15,19.6,65.7,1.0,70.0,17.0
2021-04-02,18,17.1,64.2,1.0,250.0,16.0
2021-04-02,21,13.4,65.2,3.0,230.0,15.0
2021-04-03,0,12.2,63.1,3.0,320.0,15.0
2021-04-03,3,9.5,70.0,1.0,320.0,12.0
2021-04-03,6,9.5,96.0,2.0,50.0,9.0
2021-04-03,9,10.0,94.1,2.0,50.0,4.5
2021-04-03,12,10.4,91.0,2.0,50.0,4.5
2021-04-03,15,9.9,91.6,6.0,50.0,9.0
2021-04-03,18,10.0,93.5,5.0,360.0,9.0
2021-04-03,21,9.8,92.2,7.0,50.0,9.0
2021-04-04,0,9.0,87.9,9.0,50.0,11.0
2021-04-04,3,8.7,83.7,7.0,360.0,13.0
2021-04-04,6,7.2,76.8,6.0,50.0,15.0
2021-04-04,9,8.4,75.4,3.0,360.0,18.0
2021-04-04,12,12.2,72.0,1.0,50.0,19.0
2021-04-04,15,13.8,68.4,2.0,20.0,18.0
2021-04-04,18,13.4,60.0,3.0,50.0,18.0
2021-04-04,21,8.8,74.4,3.0,90.0,18.0
2021-04-05,0,7.1,78.4,1.0,90.0,17.0
2021-04-05,3,6.5,90.8,1.0,230.0,16.0
2021-04-05,6,5.3,88.8,2.0,270.0,15.0
2021-04-05,9,9.2,75.5,0.0,0.0,15.0
2021-04-05,12,13.0,66.9,2.0,140.0,16.0
2021-04-05,15,16.9,57.6,2.0,270.0,17.0
2021-04-05,18,12.2,59.3,5.0,270.0,17.0
2021-04-05,21,9.2,72.4,3.0,340.0,16.0
2021-04-06,0,9.2,64.7,0.0,0.0,16.0
2021-04-06,3,8.1,78.5,0.0,0.0,15.0
2021-04-06,6,7.7,81.9,2.0,90.0,15.0
2021-04-06,9,9.4,79.8,1.0,140.0,11.0
2021-04-06,12,13.6,72.7,6.0,250.0,11.0
2021-04-06,15,15.4,69.2,3.0,230.0,12.0
2021-04-06,18,13.7,70.8,5.0,230.0,11.0
2021-04-06,21,9.7,83.8,5.0,230.0,9.0
2021-04-07,0,9.5,75.0,2.0,230.0,9.0
2021-04-07,3,9.1,77.1,0.0,0.0,9.0
2021-04-07,6,7.1,92.1,1.0,230.0,9.0
2021-04-07,9,9.9,85.0,2.0,270.0,9.0
2021-04-07,12,15.4,78.1,1.0,230.0,9.0
2021-04-07,15,16.9,60.0,1.0,290.0,18.0
2021-04-07,18,12.5,68.2,3.0,270.0,15.0
2021-04-07,21,10.6,65.0,4.0,270.0,15.0
2021-04-08,0,10.5,46.4,3.0,320.0,15.0
2021-04-08,3,8.6,57.1,2.0,320.0,15.0
2021-04-08,6,7.1,54.7,1.0,270.0,15.0
2021-04-08,9,9.8,57.0,1.0,320.0,18.0
2021-04-08,12,12.4,58.5,3.0,230.0,18.0
2021-04-08,15,13.6,56.0,2.0,270.0,18.0
2021-04-08,18,12.0,54.0,7.0,270.0,18.0
2021-04-08,21,9.6,63.0,7.0,270.0,17.0
2021-04-09,0,7.8,72.6,1.0,270.0,15.0
2021-04-09,3,7.9,67.7,4.0,90.0,15.0
2021-04-09,6,5.2,73.7,1.0,50.0,15.0
2021-04-09,9,8.8,74.4,2.0,50.0,13.0
2021-04-09,12,13.2,67.9,2.0,50.0,13.0
2021-04-09,15,16.0,46.7,1.0,140.0,18.0
2021-04-09,18,15.0,55.6,3.0,270.0,18.0
2021-04-09,21,10.8,55.7,2.0,270.0,18.0
2021-04-10,0,8.8,77.0,0.0,0.0,17.0
2021-04-10,3,7.2,82.9,3.0,90.0,17.0
2021-04-10,6,5.6,88.8,2.0,90.0,14.0
2021-04-10,9,9.6,81.0,3.0,90.0,14.0
2021-04-10,12,15.4,73.0,1.0,90.0,15.0
2021-04-10,15,16.9,63.8,5.0,230.0,17.0
2021-04-10,18,13.2,66.5,4.0,290.0,14.0
2021-04-10,21,11.1,86.9,2.0,320.0,15.0
2021-04-11,0,9.3,92.8,1.0,140.0,15.0
2021-04-11,3,8.4,84.3,0.0,0.0,15.0
2021-04-11,6,7.2,91.4,1.0,180.0,9.0
2021-04-11,9,9.3,87.9,1.0,90.0,9.0
2021-04-11,12,15.7,74.6,1.0,90.0,13.0
2021-04-11,15,17.2,71.9,1.0,180.0,15.0
2021-04-11,18,15.9,68.4,3.0,270.0,15.0
2021-04-11,21,13.0,84.8,0.0,0.0,15.0
2021-04-12,0,12.1,84.1,0.0,0.0,15.0
2021-04-12,3,11.2,92.3,1.0,90.0,13.0
2021-04-12,6,11.6,88.7,3.0,70.0,9.0
2021-04-12,9,12.2,89.3,4.0,90.0,8.0
2021-04-12,12,14.0,75.3,2.0,90.0,11.0
2021-04-12,15,14.0,75.8,2.0,90.0,11.0
2021-04-12,18,11.0,91.7,3.0,90.0,8.0
2021-04-12,21,10.3,93.5,2.0,50.0,7.0
2021-04-13,0,10.1,96.1,4.0,50.0,7.0
2021-04-13,3,10.0,94.1,4.0,320.0,8.0
2021-04-13,6,7.2,85.9,7.0,320.0,8.0
2021-04-13,9,6.5,79.4,8.0,320.0,13.0
2021-04-13,12,7.8,80.2,6.0,320.0,16.0
2021-04-13,15,8.9,70.3,10.0,320.0,19.0
2021-04-13,18,8.0,71.7,10.0,320.0,17.0
2021-04-13,21,6.2,75.0,8.0,320.0,19.0
2021-04-14,0,6.3,70.3,9.0,320.0,18.0
2021-04-14,3,4.8,73.1,2.0,320.0,18.0
2021-04-14,6,3.3,78.9,1.0,270.0,18.0
2021-04-14,9,7.1,74.6,1.0,230.0,17.0
2021-04-14,12,10.1,68.2,8.0,250.0,18.0
2021-04-14,15,10.7,73.7,8.0,230.0,18.0
2021-04-14,18,10.4,78.4,5.0,270.0,11.0
2021-04-14,21,8.8,77.0,3.0,320.0,14.0
2021-04-15,0,7.1,79.5,0.0,0.0,14.0
2021-04-15,3,5.8,81.6,2.0,140.0,13.0
2021-04-15,6,5.3,88.8,2.0,140.0,13.0
2021-04-15,9,8.5,83.7,2.0,140.0,16.0
2021-04-15,12,13.9,74.3,2.0,180.0,15.0
2021-04-15,15,16.6,67.7,5.0,230.0,15.0
2021-04-15,18,15.8,56.2,2.0,270.0,17.0
2021-04-15,21,11.1,68.8,1.0,90.0,15.0
2021-04-16,0,9.2,78.2,1.0,140.0,15.0
2021-04-16,3,9.8,69.5,4.0,140.0,12.0
2021-04-16,6,9.4,83.2,3.0,140.0,11.0
2021-04-16,9,10.8,85.1,5.0,230.0,11.0
2021-04-16,12,12.1,81.9,7.0,230.0,9.0
2021-04-16,15,13.4,61.7,8.0,270.0,12.0
2021-04-16,18,12.6,59.8,8.0,230.0,17.0
2021-04-16,21,9.6,73.0,5.0,270.0,18.0
2021-04-17,0,9.4,78.7,1.0,230.0,17.0
2021-04-17,3,10.6,71.2,6.0,180.0,15.0
2021-04-17,6,11.0,71.7,6.0,230.0,11.0
2021-04-17,9,10.4,76.2,7.0,230.0,11.0
2021-04-17,12,12.0,78.6,6.0,230.0,11.0
2021-04-17,15,12.6,59.0,4.0,270.0,12.0
2021-04-17,18,10.6,62.7,4.0,320.0,13.0
2021-04-17,21,8.1,78.5,8.0,270.0,16.0
2021-04-18,0,7.9,75.8,8.0,320.0,18.0
2021-04-18,3,7.2,79.5,5.0,320.0,18.0
2021-04-18,6,6.6,86.4,4.0,320.0,15.0
2021-04-18,9,9.3,80.4,2.0,320.0,16.0
2021-04-18,12,12.2,69.1,2.0,320.0,18.0
2021-04-18,15,13.8,68.4,5.0,270.0,18.0
2021-04-18,18,11.6,75.4,2.0,270.0,16.0
2021-04-18,21,9.6,77.7,3.0,270.0,17.0
2021-04-19,0,8.5,79.2,1.0,50.0,15.0
2021-04-19,3,6.3,78.8,3.0,90.0,15.0
2021-04-19,6,5.9,87.0,2.0,90.0,15.0
2021-04-19,9,11.0,84.5,2.0,90.0,11.0
2021-04-19,12,17.9,59.9,1.0,250.0,12.0
2021-04-19,15,19.3,56.3,4.0,270.0,15.0
2021-04-19,18,18.0,59.1,2.0,270.0,12.0
2021-04-19,21,14.1,65.8,1.0,270.0,15.0
2021-04-20,0,13.7,66.1,0.0,0.0,13.0
2021-04-20,3,9.8,84.4,3.0,90.0,13.0
2021-04-20,6,8.4,86.0,3.0,90.0,13.0
2021-04-20,9,11.6,84.6,3.0,90.0,11.0
2021-04-20,12,17.1,75.8,4.0,90.0,11.0
2021-04-20,15,22.3,65.0,2.0,230.0,12.0
2021-04-20,18,16.3,77.2,4.0,250.0,11.0
2021-04-20,21,13.6,84.8,3.0,270.0,11.0
2021-04-21,0,12.2,89.3,1.0,90.0,11.0
2021-04-21,3,11.4,89.3,1.0,50.0,8.0
2021-04-21,6,10.5,90.4,1.0,50.0,8.0
2021-04-21,9,14.1,83.8,1.0,90.0,8.0
2021-04-21,12,19.9,67.9,1.0,90.0,11.0
2021-04-21,15,24.7,55.5,1.0,230.0,16.0
2021-04-21,18,19.2,69.1,3.0,270.0,13.0
2021-04-21,21,13.8,77.3,4.0,270.0,14.0
2021-04-22,0,12.8,83.1,1.0,230.0,14.0
2021-04-22,3,12.7,87.0,2.0,180.0,12.0
2021-04-22,6,12.4,88.2,0.0,0.0,12.0
2021-04-22,9,15.5,69.3,3.0,50.0,15.0
2021-04-22,12,20.4,71.6,1.0,50.0,13.0
2021-04-22,15,24.2,61.0,0.0,0.0,15.0
2021-04-22,18,16.4,81.9,1.0,320.0,15.0
2021-04-22,21,15.0,65.5,2.0,230.0,14.0
2021-04-23,0,15.5,65.2,3.0,230.0,14.0
2021-04-23,3,13.4,83.7,1.0,90.0,11.0
2021-04-23,6,13.2,80.4,4.0,50.0,11.0
2021-04-23,9,14.0,80.5,1.0,50.0,12.0
2021-04-23,12,17.6,85.8,2.0,50.0,14.0
2021-04-23,15,19.7,64.0,1.0,230.0,15.0
2021-04-23,18,17.2,69.6,1.0,90.0,11.0
2021-04-23,21,13.4,90.6,1.0,230.0,11.0
2021-04-24,0,14.2,87.8,1.0,50.0,12.0
2021-04-24,3,13.2,82.6,5.0,50.0,13.0
2021-04-24,6,13.5,79.9,1.0,270.0,13.0
2021-04-24,9,13.4,87.1,0.0,0.0,13.0
2021-04-24,12,17.1,75.8,0.0,0.0,18.0
2021-04-24,15,19.1,69.5,2.0,270.0,18.0
2021-04-24,18,18.9,71.3,3.0,230.0,18.0
2021-04-24,21,13.8,79.9,3.0,270.0,18.0
2021-04-25,0,12.6,82.5,4.0,230.0,18.0
2021-04-25,3,11.2,86.9,1.0,320.0,15.0
2021-04-25,6,9.8,91.6,2.0,50.0,13.0
2021-04-25,9,14.5,82.2,2.0,50.0,16.0
2021-04-25,12,18.7,59.7,2.0,90.0,18.0
2021-04-25,15,22.4,53.5,2.0,140.0,19.0
2021-04-25,18,20.5,58.5,4.0,270.0,18.0
2021-04-25,21,14.3,74.3,3.0,230.0,18.0
2021-04-26,0,12.7,78.7,4.0,320.0,18.0
2021-04-26,3,11.3,81.2,1.0,90.0,16.0
2021-04-26,6,9.8,86.8,1.0,90.0,15.0
2021-04-26,9,15.2,80.7,3.0,50.0,16.0
2021-04-26,12,20.2,70.6,2.0,140.0,17.0
2021-04-26,15,18.3,76.5,4.0,270.0,15.0
2021-04-26,18,17.0,65.1,3.0,230.0,16.0
2021-04-26,21,14.1,74.8,1.0,140.0,13.0
2021-04-27,0,12.6,67.3,3.0,50.0,15.0
2021-04-27,3,12.8,87.6,3.0,50.0,13.0
2021-04-27,6,12.1,93.0,1.0,50.0,12.0
2021-04-27,9,12.5,88.8,1.0,90.0,13.0
2021-04-27,12,15.3,86.7,1.0,50.0,13.0
2021-04-27,15,14.8,76.9,3.0,230.0,15.0
2021-04-27,18,13.2,94.3,1.0,140.0,13.0
2021-04-27,21,13.0,89.4,4.0,230.0,13.0
2021-04-28,0,12.2,89.3,3.0,270.0,6.0
2021-04-28,3,10.8,89.2,7.0,270.0,6.0
2021-04-28,6,8.6,88.4,2.0,320.0,7.0
2021-04-28,9,12.6,77.6,3.0,230.0,9.0
2021-04-28,12,16.5,64.5,2.0,230.0,13.0
2021-04-28,15,19.7,54.6,3.0,270.0,15.0
2021-04-28,18,16.7,62.0,3.0,270.0,13.0
2021-04-28,21,12.7,68.7,1.0,270.0,11.0
2021-04-29,0,10.4,79.4,1.0,270.0,11.0
2021-04-29,3,9.3,85.5,0.0,0.0,11.0
2021-04-29,6,8.8,86.7,2.0,50.0,12.0
2021-04-29,9,10.1,85.6,0.0,0.0,11.0
2021-04-29,12,14.5,75.9,2.0,50.0,13.0
2021-04-29,15,17.4,71.5,2.0,50.0,15.0
2021-04-29,18,16.4,70.4,2.0,140.0,12.0
2021-04-29,21,14.3,74.8,2.0,140.0,12.0
